gen,nevals,restart,sigma,avg,std,min,max
0,50,27,951.7684020603975,416.75139075957117,418.688448789089,1.72077250165792,1273.0446103003728
1,50,27,916.6572052619447,736.6604427542958,453.9183786481207,10.175753513475412,2142.2517403094553
2,50,27,888.118850774707,955.426902036467,412.5392781848184,73.50529842248974,2432.1503941347364
3,50,27,864.6631471932033,1066.3348986036742,445.0075228364712,2.761863882127469,2142.2517403094553
4,50,27,847.7511894095197,1102.7114535928733,485.77540338088914,11.876595217024153,2142.2517403094553
5,50,27,834.1079683905365,1259.064344521423,410.0737187970417,743.3463421251481,2142.2517403094553
6,50,27,824.9973948543853,1267.7522891164451,418.6978302112279,884.9192511804513,2289.6398294769438
7,50,27,820.6360487234369,1386.0010790000192,486.6359773275804,238.2759111850973,2653.7363026475646
8,50,27,818.662771319848,1438.5681835945977,520.513231178539,744.5781952037605,2743.6760532802923
9,50,27,820.7180699076799,1427.203699039368,462.8194461424661,874.5377929779249,2142.2517403094553
10,50,27,820.9983060877918,1572.1497157514293,451.37776509410486,744.5781952037605,2176.898147533563
11,50,27,821.1018692097683,1550.7674010802698,426.4238885016046,935.6239329936128,2442.522935824856
12,50,27,818.580914488627,1662.3196304382373,539.172033468686,929.1958615886335,3525.0384952207824
13,50,27,816.3445021599082,1814.7449459218885,518.0667066257287,827.47636373376,2633.715613256924
14,50,27,815.6096648767614,1764.1959605569448,509.64220442470724,1000.0,2797.3840108798454
15,50,27,815.0952857026039,1725.0095889410163,532.7665892564155,1000.0,2793.027252895641
16,50,27,818.8320432348061,1781.8141888639045,503.26886709025,1000.0,2650.4125861052985
17,50,27,822.7268633622987,1804.2905448649346,464.9504915718575,963.2790933431826,2715.7024978259537
18,50,27,826.42343868665,1825.7536289359805,549.2859504336228,1000.0,2946.0148194613244
19,50,27,825.7887737447601,1794.6180961779523,567.293386396921,504.4181017486699,3225.78490654158
20,50,27,826.6897793568417,1740.3260827008553,535.3848923125684,1000.0,3125.9498897809276
21,50,27,827.839463416387,1730.1942249158749,613.0499724301757,749.5807752090731,3271.6694016095475
22,50,27,829.4528132630523,1708.2957759937772,597.0064610877162,749.5807752090731,3449.3184229724416
23,50,27,829.7706720078377,1813.6444599465203,692.0951409704451,748.3855177525647,3710.1816671986967
24,50,27,826.4868185135238,1819.9295131640436,544.562235014214,763.7185692303083,2607.561460525305
25,50,27,818.2948480955803,1783.6093453784547,630.0734204812568,749.5807752090731,2743.7126870332654
26,50,27,815.5836577521458,1782.53437387465,661.0094417487519,1000.0,3465.85157694767
27,50,27,817.4769515279158,1832.7098124945696,625.3169972764292,935.6239329936128,3084.438270260028
28,50,27,817.031808531735,1977.2913814704405,682.1739013335932,1000.0,4046.8408325203673
29,50,27,815.3240235906319,1973.6078608230437,655.7352924569741,749.5807752090731,4148.606555096183
30,50,27,811.0862814205047,2149.5237705419604,570.9842006026103,963.2790933431826,3713.5768871026016
31,50,27,808.849645807862,2119.3123862996263,718.8674664805636,859.8791151153247,4181.835995044548
32,50,27,806.2555809566,2011.6898733521646,717.3307027324354,749.5807752090731,3835.8832527477143
33,50,27,805.4625441862039,2235.8214361360197,838.6042581696133,884.9192511804513,4148.606555096183
34,50,27,804.3181883381912,2318.973977499241,857.4153655451406,728.213636063308,4040.384562110055
35,50,27,804.9395196530435,2136.534521290187,693.343247397931,884.9192511804513,3675.4800672419865
36,50,27,809.6133775050938,2302.9737941953276,797.6563192483692,963.2790933431826,4685.351423554512
37,50,27,818.6926198191652,2143.3284546405052,719.1715262629218,1000.0,4120.25276538932
38,50,27,826.51873577717,2288.4678978282054,778.7845324217055,884.9192511804513,4496.29335334566
39,50,27,833.357196594257,2471.915238493392,684.1882443489432,1000.0,4393.498995602336
40,50,27,837.2688540917835,2540.1794123770496,836.8099326416689,963.2790933431826,4685.351423554512
41,50,27,838.7512658834131,2286.9185646740148,918.2576534791474,871.9239035650169,4394.334263058449
42,50,27,841.6040507726083,2289.4432593890515,856.7542714678837,763.7185692303083,4453.007451400677
43,50,27,846.3107998921952,2278.91138269253,889.9914520468434,918.1391977809461,3987.3680482249874
44,50,27,848.2326285399855,2462.3954090569027,861.871659248169,971.3527258279697,4164.5718232064155
45,50,27,849.0397740567821,2524.2461072306087,920.8193906245352,749.5807752090731,4669.836995316758
46,50,27,854.1855390045024,2556.7057968753775,911.5401743720377,732.3315431624887,4487.241725338103
47,50,27,858.9943091894102,2672.752596960448,921.038728562975,874.5043082248387,4726.452303760674
48,50,27,860.6744186191974,2572.1168356777903,932.0232865709548,1000.0,4737.693769680556
49,50,27,862.956046221761,2729.241577956667,885.272575334114,1000.0,4747.910275491371
50,50,27,868.2193201558173,2676.411614570762,1016.1312690896906,963.2790933431826,4747.910275491371
