gen,nevals,restart,avg,std,min,max
0,300,1,1090.2148922256654,209.4633702053877,599.1997457419202,1898.8368343323762
1,185,1,1358.6181485504183,258.32127107791405,685.357938834642,1944.3889038598431
2,195,1,1554.2837905406889,298.0424252593605,712.4080959287123,2251.04975190847
3,180,1,1745.2483582460193,300.0634846811914,816.1920456189778,2551.3396599403236
4,187,1,1913.0086738825491,350.9824717317648,1000.0,2583.932319033605
5,183,1,2188.7862664463796,386.2421681531439,1032.1695708511584,2674.4799198389646
6,177,1,2400.6321931603684,280.71314790635813,1325.2170929511233,2714.0626472260496
7,175,1,2472.4301952115284,301.6829033322209,1424.4591046079395,2852.493297742625
8,189,1,2531.3874097059766,310.85578166277236,1452.802335719221,2972.268328887273
9,176,1,2729.4485868567904,247.06953290090146,1681.8324805754296,3148.408660856147
10,185,1,2797.6822757630816,260.94852039547294,1608.4105628544567,3148.408660856147
11,177,1,2877.078815781166,266.41965230075965,1863.2813975478407,3163.3016219372107
12,170,1,2988.776218548629,313.31137749688213,1633.357315693366,3288.0100761162666
13,185,1,3041.965854674699,274.71084995460217,1739.0605407284354,3315.104796590926
14,187,1,3103.0554144253542,264.5854553027234,1848.069433449774,3362.192651378086
15,175,1,3154.146221691299,308.2982560973017,1944.547944833831,3381.1255111945125
16,191,1,3062.890533904254,457.7326514279949,1357.9735173677125,3457.015692630363
17,183,1,3193.0439920931913,382.6444677547063,1743.4410877137227,3510.4839150320286
18,182,1,3249.8920149317905,439.62826664049675,1619.6413564478885,3510.4839150320286
19,188,1,3297.2055829996343,418.5203104897318,1858.7756889395043,3510.4839150320286
20,170,1,3343.077221920622,395.95788636303746,1713.2987231414274,3510.4839150320286
21,178,1,3290.454913423712,471.5042730776964,1483.8727442578186,3510.4839150320286
22,177,1,3285.701987460829,434.90629913056824,1655.3979381458732,3510.4839150320286
23,181,1,3325.8943806887664,421.4645300800438,1617.4633131625267,3510.4839150320286
24,184,1,3326.4259527008335,425.1886779722006,1552.418727417231,3510.4839150320286
25,170,1,3290.0860937845055,460.7248169774659,1676.0275077503454,3510.4839150320286
26,185,1,3342.9542420034722,394.3505434949685,1619.1374248740374,3519.9488485005236
27,180,1,3272.4209797409458,477.7139988909012,1526.8300409094654,3519.9488485005236
28,173,1,3264.7464948688976,448.81822923699576,1504.0445592471735,3519.9488485005236
29,189,1,3314.400802895062,439.39050880381933,1585.118182725168,3519.9488485005236
30,177,1,3299.4858220883857,440.42995962935845,1888.757933706437,3519.9488485005236
31,180,1,3303.6495471195876,446.833570824284,1714.9574012728706,3519.9488485005236
32,179,1,3336.6812030343744,420.36180339381417,1608.0330483330943,3519.9488485005236
33,167,1,3354.7926814820307,399.6558341252088,1797.5968210206927,3519.9488485005236
34,177,1,3335.1284275996018,412.62005259738896,1396.029664773451,3519.9488485005236
35,186,1,3330.848296234608,417.43210308795244,1543.0818586926296,3519.9488485005236
36,165,1,3331.881181651977,429.7463345204428,1465.828370095978,3519.9488485005236
37,193,1,3319.1542435316114,402.718482476583,1614.316826888735,3519.9488485005236
38,173,1,3360.7220001816813,384.37003455857564,1603.7078905695193,3519.9488485005236
39,182,1,3331.7061997798514,417.5859132886872,1453.2559758905536,3519.9488485005236
40,199,1,3299.29378381333,437.61892239782946,1573.0739904636694,3519.9488485005236
41,200,1,3337.040732191881,404.39637933109213,1527.5756247106194,3519.9488485005236
42,195,1,3340.9633499422443,411.91709967993717,1757.4844533651758,3519.9488485005236
43,173,1,3343.898337711364,407.71742622074316,1746.5419383627489,3519.9488485005236
44,175,1,3321.010745360665,432.28538020717906,1437.0977185218221,3519.9488485005236
45,171,1,3364.8993587457285,370.15469358047034,1893.3666184982478,3519.9488485005236
46,174,1,3359.3108907065275,408.8977832495962,1763.7965997875096,3519.9488485005236
47,188,1,3298.3807707369997,453.20742508147003,1314.464930999567,3519.9488485005236
48,172,1,3335.8083973186913,415.0632564855109,1808.8744550966262,3519.9488485005236
49,169,1,3349.4792199524204,410.7181227628777,1274.54371583411,3519.9488485005236
50,172,1,3323.4169391949667,428.5008950948823,1520.150299718563,3519.9488485005236
51,182,1,3296.0517696479055,454.7768469980976,1574.4237192842932,3519.9488485005236
52,177,1,3328.980729688728,427.61460104478505,1473.1370791833915,3519.9488485005236
53,169,1,3379.995936066596,353.4986651178272,1791.785034921982,3519.9488485005236
54,185,1,3323.504352562373,415.23338262433924,1846.0538746686113,3519.9488485005236
55,177,1,3360.1239547156233,384.86442934640945,1807.8849883220898,3519.9488485005236
56,182,1,3320.459246550638,439.2614164324499,1812.705658861174,3519.9488485005236
57,196,1,3325.3464482472077,421.2471560243441,1532.7119353043506,3519.9488485005236
58,158,1,3352.821164789627,392.7350307839602,1641.6474111399523,3519.9488485005236
