gen,nevals,restart,sigma,avg,std,min,max
0,150,19,93.31907954651997,1083.98248397068,229.2087144387505,643.9671047499891,1888.2881707648257
1,150,19,89.67173170712891,1128.019646170124,231.1991069468354,715.1295598730779,1964.1987285454943
2,150,19,88.36533942876954,1168.2206639212138,229.69168552513707,642.0179049354334,2060.508424791206
3,150,19,87.80352460267069,1197.6747225548722,243.23245017142008,676.7524488071282,2000.3396096427841
4,150,19,88.88218259176519,1238.4604319531825,243.98763446205533,622.5419281899696,2052.9234570085487
5,150,19,90.96150934142929,1292.935533734471,263.6135300218342,758.4395785017031,1983.2909239235414
6,150,19,93.62724811142438,1341.947826994708,264.91493026384376,675.5970307864108,2337.675324762102
7,150,19,96.36673876539842,1354.015259881947,240.7985387601206,627.7540139903975,1939.074937040304
8,150,19,99.37147548301371,1358.8655383507287,243.96797379154648,912.3889168055443,1999.1752467637134
9,150,19,100.35189218860543,1426.0152373281933,266.5037265230778,737.5803586688254,2208.5445394553367
10,150,19,102.89658293661294,1402.8667071895627,274.16521089962566,887.4902390014133,1993.89566807324
11,150,19,104.87264983445796,1493.9469959131168,309.3151591963112,783.0321855842424,2292.487666664173
12,150,19,108.45689379933043,1482.1383764952843,321.58654486129575,795.5818903795956,2195.4279082646785
13,150,19,110.66969624831665,1457.6497685962722,319.92592047685895,675.1076313767948,2168.7873633541703
14,150,19,112.37762483911368,1505.0202492248927,332.30862507979043,955.0837773480032,2273.8888475722997
15,150,19,115.27722079060669,1524.0750018592194,292.0416276643762,938.6604422231684,2325.329942816386
16,150,19,117.44306632812616,1537.5624936640293,323.57006444320274,656.1798717203473,2275.7746692696805
17,150,19,119.5824796098564,1606.5193279911468,325.41476328782375,877.3939722215018,2382.319435649774
18,150,19,123.01015689150576,1574.798918999385,330.01806444574964,902.4024320175729,2324.9497330504655
19,150,19,126.55263529100279,1615.0976374429533,334.43445143814625,1000.0,2378.145766964726
20,150,19,129.68586272017555,1575.6671945971302,320.0653170719493,953.8313762777273,2464.0743584480583
21,150,19,133.90919089813596,1606.797103181934,329.51297769053014,1000.0,2239.1814042343613
22,150,19,137.2172088857396,1614.2998711709647,316.1143276012552,848.7386489906092,2497.424097306675
23,150,19,138.91880874560945,1638.8118514669789,343.4425650172451,777.0485252947636,2415.0647023223205
24,150,19,140.2404842091147,1623.433228298355,339.2724138347517,979.848657324971,2624.474106679578
25,150,19,144.83396386473353,1694.6010352133273,315.5293952386339,931.6936063373009,2362.674916946063
26,150,19,148.85052517045978,1676.4503336468747,350.3862840361714,949.9008821250495,2504.588294740317
27,150,19,152.07365889947675,1641.0083535998474,302.02459761436694,1000.0,2311.007944095126
28,150,19,153.9889799373873,1716.6355127559032,298.52402424847185,1000.0,2490.8551060498717
29,150,19,157.33639537187904,1737.8399990521966,343.2259097055105,894.7178229775712,2454.1769454435475
30,150,19,161.0597423366276,1666.5405908452424,331.80497863098475,842.4288315013986,2376.98458917913
31,150,19,165.37400131975085,1683.997797087232,318.0270442975989,1000.0,2561.674819990613
