path,initial_money,commision,result,n_generations,execution_time
/net/ascratch/people/plgproman/storage/sigma100_2024-05-13_00-33-35-247771/cmaes_2024-05-13_00-46-07-793388,1000,0,4999.352469969572,1323,751.9763264656067
/net/ascratch/people/plgproman/storage/sigma100_2024-05-13_00-33-35-247771/cmaes_2024-05-13_00-58-22-208478,1000,0,3299.359457176526,1447,734.3028752803802
/net/ascratch/people/plgproman/storage/sigma100_2024-05-13_00-33-35-247771/cmaes_2024-05-13_01-05-56-903463,1000,0,3461.2935225402257,905,454.68748807907104
/net/ascratch/people/plgproman/storage/sigma100_2024-05-13_00-33-35-247771/cmaes_2024-05-13_01-24-34-598917,1000,0,5407.757762840818,2217,1117.706629037857
/net/ascratch/people/plgproman/storage/sigma100_2024-05-13_00-33-35-247771/cmaes_2024-05-13_01-37-30-939889,1000,0,6583.614477060759,1544,776.3315725326538
/net/ascratch/people/plgproman/storage/sigma100_2024-05-13_00-33-35-247771/cmaes_2024-05-13_01-46-53-164143,1000,0,2697.990558583736,1122,562.2188715934753
/net/ascratch/people/plgproman/storage/sigma100_2024-05-13_00-33-35-247771/cmaes_2024-05-13_01-56-34-441262,1000,0,2682.6795462578716,1152,581.2748918533325
/net/ascratch/people/plgproman/storage/sigma100_2024-05-13_00-33-35-247771/cmaes_2024-05-13_02-02-33-335993,1000,0,2709.3088446911083,713,358.8880751132965
/net/ascratch/people/plgproman/storage/sigma100_2024-05-13_00-33-35-247771/cmaes_2024-05-13_02-19-08-176973,1000,0,3622.0148982982473,1979,994.8524549007416
/net/ascratch/people/plgproman/storage/sigma100_2024-05-13_00-33-35-247771/cmaes_2024-05-13_02-25-34-542959,1000,0,2860.410757587649,773,386.35089659690857
/net/ascratch/people/plgproman/storage/sigma100_2024-05-13_00-33-35-247771/cmaes_2024-05-13_02-31-50-097521,1000,0,2718.068919768523,749,375.553019285202
