gen,nevals,restart,sigma,avg,std,min,max
0,150,16,93.40936203096274,1083.8035318653729,191.6808818674173,623.9295634088108,1785.1661762850501
1,150,16,90.61440735528441,1128.2468944517675,228.7627073779744,585.5864187003627,2013.8377382270405
2,150,16,89.69168461369115,1176.0020553412,216.7802432470964,769.3966820951528,2036.6025153722894
3,150,16,88.94371721759335,1256.7383671049474,264.7934809309296,650.7854300745689,1898.0670652876343
4,150,16,88.28487891484372,1280.8075351735856,236.67216769264866,671.0530105883794,2016.6783204507274
5,150,16,90.15658979297093,1347.0054027011363,311.26070484791796,739.5428106445157,2407.372752069344
6,150,16,91.75928993936793,1349.8848029551496,307.1434527965566,749.9483031804766,2218.77420483347
7,150,16,93.2954071372919,1375.091558098144,303.71795826460556,880.1535796717432,2185.2287841764146
8,150,16,97.5738984126271,1409.5474277829833,307.6005317413203,911.9978884153975,2322.653625696138
9,150,16,100.55235607699608,1416.2949617193708,285.7688291635101,843.0142866004768,2024.264877122427
10,150,16,103.11834842608228,1454.6063283291155,295.9526750966411,936.9487551355315,2312.4324158060576
11,150,16,106.17393043081259,1505.5261750842783,320.77923299490226,1000.0,2197.1387466938054
12,150,16,108.17820151195063,1496.8140096120237,312.85913628975754,967.6098903921634,2145.1758491709247
13,150,16,109.19227615610649,1504.3580964003663,297.54086425385805,986.7343387943545,2219.7251474473587
14,150,16,110.63239839761657,1531.9688640618713,322.0257837103588,997.06444607786,2260.6908028465955
15,150,16,111.82726354179212,1573.4850784755022,320.28737821797745,1000.0,2263.6690588541005
16,150,16,113.97799251198035,1554.4587203632973,346.5518342620118,831.9987735667399,2405.1146682127023
17,150,16,114.6309361655858,1572.08010046994,332.3724112963936,1000.0,2642.903747716176
18,150,16,115.26210322630938,1582.0448961075904,320.5748963486116,927.1321832542659,2336.8007682228435
19,150,16,114.06573706536142,1607.3492421974393,351.26075839290775,818.2624779519784,2332.1983296768108
20,150,16,112.42816971516861,1662.868291148068,308.8654544530496,1000.0,2408.081991035039
21,150,16,111.99856744935715,1623.8353846842185,320.3470761267084,998.193200903363,2309.481565773928
