gen,nevals,restart,avg,std,min,max
0,300,8,1070.357992605182,191.97213838790375,634.4427352979993,2048.3232381398657
1,154,8,1340.5638219573157,254.71225980013588,692.2707071205051,2096.269118035118
2,206,8,1543.396074369995,335.800423839539,761.834793840304,2410.682617032932
3,187,8,1838.7393709692476,361.913560220126,860.8271647737174,2461.9226183918204
4,200,8,1923.7674297799333,455.2054121652214,887.4902390014133,2683.3277065466777
5,179,8,2362.804663958978,273.02758299272654,1382.1545797375147,2760.717728015447
6,187,8,2439.9931267920697,330.97761646006927,1330.3708878299042,2775.0619908114973
7,171,8,2554.2094789004727,333.4859643915756,1420.566343239554,2826.922465971269
8,191,8,2536.998463114922,388.6633313851368,1169.9625535109055,2867.9800525782885
9,166,8,2587.252000945719,385.8334928660847,1353.9170311923383,2867.9800525782885
10,190,8,2629.8432477292868,396.61357566736524,1181.1267921134115,2938.6941660786874
11,171,8,2689.816138439838,389.1763781666272,1322.6804303188649,2938.6941660786874
12,189,8,2686.4107918259583,428.2643712698492,1275.1251404767427,3013.220577296762
13,190,8,2753.829539538279,433.9962465182906,1284.6642351163073,3033.080657979901
14,164,8,2785.2451178514257,398.86060742963775,1379.051137437294,3038.7550908803173
15,192,8,2795.035970590177,463.96226036119873,1274.6639503381848,3038.7550908803173
16,199,8,2840.198841315735,434.6766059561328,1334.4184687447014,3038.7550908803173
17,183,8,2821.104948567874,451.9179184058495,1360.6443117222614,3038.7550908803173
18,184,8,2832.4518156668278,440.59585501751627,1193.2193491033922,3038.7550908803173
19,185,8,2853.481766704921,440.320251007207,1203.7678395864514,3038.7550908803173
20,183,8,2818.9538489410506,459.5067433017698,1288.5611160629614,3038.7550908803173
21,179,8,2826.8724720948817,450.90910183705853,1187.6098893489957,3038.7550908803173
22,161,8,2857.9904653651156,434.43184634679676,1373.0083986740394,3056.741681316497
23,187,8,2840.9011231493405,441.5394263472171,1256.1407897017314,3056.741681316497
24,179,8,2852.733494934281,419.75536821522985,1371.59237432803,3056.741681316497
25,181,8,2822.681523972023,477.8416430445422,1260.2671808196499,3056.741681316497
26,183,8,2851.2837192443144,458.9497160722444,1006.2410524040293,3056.741681316497
27,182,8,2822.3670763805367,475.9190441207543,1374.0512855445613,3056.741681316497
28,184,8,2812.7435765379328,493.80896145120926,1135.3653163258011,3056.741681316497
29,166,8,2851.128720769451,456.4788893689888,1224.928554478982,3056.741681316497
30,169,8,2848.3456085777057,464.03645803038245,1217.1719268818101,3056.741681316497
31,180,8,2901.6868914096763,390.43599817986563,1441.033358648963,3056.741681316497
32,184,8,2893.0462579051327,406.794154396398,1401.1500368935172,3056.741681316497
33,194,8,2812.2799555714378,506.3265485375777,1285.0150233274815,3056.741681316497
34,170,8,2863.3095851096778,432.94919578594505,1444.9441439657198,3056.741681316497
35,196,8,2835.232529908251,466.58456395588564,1310.3703035493336,3056.741681316497
36,187,8,2823.66491750839,476.22255145927375,1388.1639076208196,3056.741681316497
37,183,8,2864.37380867197,428.86980567930686,1348.816890957063,3056.741681316497
