,feature,buy strategy weight,sell strategy weight
0,volume_adi,-19943.638847338178,-40935.64368429858
1,volume_obv,-7920.032426023192,305.3657049356343
2,volume_cmf,18326.299278000497,-15542.021628133843
3,volume_fi,-3252.120292002018,27479.875058292415
4,volume_em,-9679.008310451258,-35378.0294595745
5,volume_sma_em,9253.157638497698,-5793.752981316367
6,volume_vpt,6110.372795723724,5971.810825741715
7,volume_vwap,-28131.74280651382,-6404.14849358659
8,volume_mfi,15954.742431482828,-2557.121120647306
9,volume_nvi,11105.760324956564,18344.136698112343
10,volatility_bbm,-15809.39695793307,19477.257769261003
11,volatility_bbh,2090.001365002095,9998.148508602264
12,volatility_bbl,-6456.293057741548,30694.302801704183
13,volatility_bbw,3167.6627155975,-2769.591149679276
14,volatility_bbp,10238.768005044945,3755.420128132999
15,volatility_bbhi,2145.52512261182,-22585.589698922828
16,volatility_bbli,-10961.931739444173,3192.657399495934
17,volatility_kcc,-15090.840553409827,-8968.669269936412
18,volatility_kcw,-6550.1064111248525,-16993.00992663705
19,volatility_kcp,8417.132449682927,-8516.227507745896
20,volatility_kchi,-5392.349620047949,1646.731241584549
21,volatility_kcli,6461.664149941202,19535.074851622718
22,volatility_dcl,-27072.35395727793,15949.72680686498
23,volatility_dch,-8719.711056356588,21502.370864528937
24,volatility_dcm,-28199.64533541985,23512.542589146546
25,volatility_dcw,1354.9442367161719,-47449.097008576595
26,volatility_dcp,-9624.17078622331,13105.780469616722
27,volatility_atr,5402.083928501969,-13017.053030483243
28,volatility_ui,-2909.094458504862,5955.8890069275
29,trend_macd,-14413.377990930978,449.8055895381776
30,trend_macd_signal,-5976.585017971478,-3577.9964032103117
31,trend_macd_diff,8894.259855934948,-17735.013322803537
32,trend_sma_slow,-17261.488669866376,-5851.547842363972
33,trend_ema_slow,483.68508246170313,15731.028408653297
34,trend_vortex_ind_pos,-1372.964223060113,-42164.241454538125
35,trend_vortex_ind_neg,-8401.739588238517,-19835.582499805627
36,trend_vortex_ind_diff,24230.5665227847,-36916.534712042616
37,trend_trix,-19449.758869778405,-363.09816442859244
38,trend_mass_index,19774.35360646247,-3031.590482376706
39,trend_dpo,-18606.98962140323,25564.443063197603
40,trend_kst,-5187.436546550735,30517.569696362672
41,trend_kst_sig,-14649.068397217809,-420.5324240484515
42,trend_kst_diff,-25121.345959800376,-13552.120777486296
43,trend_ichimoku_base,-27316.490560244783,17410.853687492934
44,trend_ichimoku_a,-40643.43019428189,21422.25666559428
45,trend_ichimoku_b,-8864.865364149311,1913.4834876208151
46,trend_stc,18583.38285900792,9396.128906297581
47,trend_adx,-7582.632795247139,-24465.476072443325
48,trend_adx_pos,7266.479480362317,-2288.8049412080063
49,trend_adx_neg,13646.710762421011,-29365.769228606863
50,trend_cci,5494.790769730647,4708.191243192355
51,trend_visual_ichimoku_a,18631.408403145717,11570.8173385041
52,trend_visual_ichimoku_b,-20161.523638601855,-35152.94497787465
53,trend_aroon_up,20008.12750558875,-32190.613307678785
54,trend_aroon_down,-11159.607633130645,5539.8791587180285
55,trend_aroon_ind,14192.954025600538,-12030.188565039578
56,trend_psar_up_indicator,-9245.420220433767,15623.802097728829
57,trend_psar_down_indicator,31982.64767451227,-28393.07756312658
58,momentum_rsi,1508.8792057942533,-1245.721103321464
59,momentum_stoch_rsi,17754.56599273465,744.9744442269011
60,momentum_stoch_rsi_k,9752.025070077352,16206.781795338435
61,momentum_stoch_rsi_d,29975.825468237337,-10701.512626751683
62,momentum_tsi,-16099.435400388327,1759.235016959053
63,momentum_uo,14775.051974499787,-9402.420659105053
64,momentum_stoch,-180.9682206601865,15309.700922348013
65,momentum_stoch_signal,19113.561141592992,-11040.328432480452
66,momentum_ao,769.4730785269339,-4726.742938824845
67,momentum_roc,16878.976937485233,-12067.325266395113
68,momentum_ppo,38552.29926741535,-15490.521238618494
69,momentum_ppo_signal,1615.697953245113,16475.22280858902
70,momentum_ppo_hist,22656.60306172455,-16542.82871463507
71,momentum_pvo,39426.7015513192,7650.4375549731285
72,momentum_pvo_signal,-3806.388487527931,45081.35608932595
73,momentum_pvo_hist,27041.66110922793,886.4533409981282
74,momentum_kama,-8329.803915353108,15308.322507955447
75,others_dr,51611.8699538185,7951.717169401188
76,others_cr,-23260.10030452421,7274.348489296923
