,feature,buy strategy weight,sell strategy weight
0,volume_adi,-3660.730307637739,543.8820942988817
1,volume_obv,6983.463987479419,-1749.2046365221438
2,volume_cmf,-1184.930553888769,10974.645079461056
3,volume_fi,-2534.345376730143,5673.743094371954
4,volume_em,1298.7510236587475,6448.950464500557
5,volume_sma_em,-5856.126275568671,4531.089399116787
6,volume_vpt,1654.5356959540925,1632.9926791349706
7,volume_vwap,3004.1488275313513,3082.1275943662354
8,volume_mfi,7974.479658370791,3573.9516877437063
9,volume_nvi,4478.74154578746,3493.57725112972
10,volatility_bbm,995.0611172609667,8755.873092299656
11,volatility_bbh,849.8900708502616,-3115.82929838653
12,volatility_bbl,1341.534827476187,-1755.198908245293
13,volatility_bbw,7863.215986440852,8965.125064684438
14,volatility_bbp,-3155.031166922476,10058.229856119533
15,volatility_bbhi,796.1257963664792,5690.123804665835
16,volatility_bbli,5234.574090274128,1597.4816609881013
17,volatility_kcc,-3264.1884304136643,4486.529291760428
18,volatility_kcw,-2860.0110113245382,-8518.625828750963
19,volatility_kcp,2130.9045396814436,1314.375647747249
20,volatility_kchi,-9926.871939219427,-1586.622995038068
21,volatility_kcli,5615.847084512329,14775.986530856455
22,volatility_dcl,1243.1699885306257,8243.213037639178
23,volatility_dch,-11964.565149295138,-3634.0017100758037
24,volatility_dcm,-8453.551069685493,-341.16319256299033
25,volatility_dcw,-9963.869308313539,1096.2752269604102
26,volatility_dcp,5435.623896470892,-8503.000645037371
27,volatility_atr,9895.146058632921,505.39193664066784
28,volatility_ui,-4473.472114262913,-7608.268788417816
29,trend_macd,15089.484548598339,4047.694297289873
30,trend_macd_signal,-430.21842087251787,5719.198183134884
31,trend_macd_diff,-692.0858415280937,-6357.030067374201
32,trend_sma_slow,1655.7567487186714,3080.678160209572
33,trend_ema_slow,-384.42631709252345,-3027.9036423370417
34,trend_vortex_ind_pos,-135.83765967541058,-4158.878166450862
35,trend_vortex_ind_neg,20491.884248009752,-18794.967357761474
36,trend_vortex_ind_diff,5229.822707840772,199.806176634499
37,trend_trix,3201.4939541860003,-14215.42281878417
38,trend_mass_index,2577.0980202294404,19508.98239218051
39,trend_dpo,5998.409260679408,3744.5593289479575
40,trend_kst,4601.908529368621,-733.5656078050606
41,trend_kst_sig,7433.361591754483,-8422.466619940224
42,trend_kst_diff,-3062.8840281762537,4453.734749182494
43,trend_ichimoku_base,123.55735252620097,-1095.2376579100107
44,trend_ichimoku_a,4885.210298148115,7124.712115730241
45,trend_ichimoku_b,540.6769746843395,-3539.276202745856
46,trend_stc,147.90614511414094,28569.330702142463
47,trend_adx,6048.48814483415,-3274.1936840312555
48,trend_adx_pos,5829.4396038005825,1733.8783526206407
49,trend_adx_neg,766.9778263746526,-17433.201884226335
50,trend_cci,-12020.093931600366,-3675.080580119139
51,trend_visual_ichimoku_a,482.3812353384902,4309.356211496815
52,trend_visual_ichimoku_b,7086.070499854111,-2024.76434054231
53,trend_aroon_up,-7157.855551222703,-12415.607721773978
54,trend_aroon_down,13574.349122913223,-6712.378837342407
55,trend_aroon_ind,6265.8682933808195,3735.607405006259
56,trend_psar_up_indicator,-9425.454824432845,11703.376546351592
57,trend_psar_down_indicator,10994.019519694959,2488.6681276851173
58,momentum_rsi,4071.793904796673,-6445.300027885498
59,momentum_stoch_rsi,51.51994303825634,1591.0090381169323
60,momentum_stoch_rsi_k,1884.6140772765398,-9017.030602835548
61,momentum_stoch_rsi_d,3261.068234852141,9470.280258222512
62,momentum_tsi,-1045.4462952605313,1835.4806284441545
63,momentum_uo,8980.082859729657,3861.092202053916
64,momentum_stoch,-187.43566725867638,-3740.6138244973004
65,momentum_stoch_signal,-6664.152039960129,2754.977718280502
66,momentum_ao,-9449.210372169298,-1367.8472497768003
67,momentum_roc,1563.305686152774,7628.901623478058
68,momentum_ppo,4165.155875593589,-4384.3473137947
69,momentum_ppo_signal,5215.032385997823,5453.809456915651
70,momentum_ppo_hist,1993.7972579891702,-2245.8780548981895
71,momentum_pvo,-2824.1092328619748,-6352.084958246571
72,momentum_pvo_signal,8768.035392688605,-1799.9433501361978
73,momentum_pvo_hist,-7694.752351024721,-11700.979151365962
74,momentum_kama,1766.0994082903374,4318.689948478605
75,others_dr,-7107.667611839611,-4995.96248525986
76,others_cr,-9603.825982227445,7512.65507789248
