gen,nevals,restart,sigma,avg,std,min,max
0,150,1,9462.586793322887,1074.743185589346,205.09762536909176,593.1412884506436,1727.9613154226138
1,150,1,9312.060483566833,1117.0314297666039,198.3795470800143,727.2696831183231,1705.7282355525306
2,150,1,9232.824186523134,1195.538371566705,225.91129683179642,717.3874674285084,1884.305170785416
3,150,1,9291.606877251139,1229.2401102226597,267.2772594495281,693.025665947982,2200.2276248023195
4,150,1,9422.20935511095,1237.9624787373737,261.5878467583252,690.9708215677043,2132.5601807065323
5,150,1,9667.887395835663,1309.082931686577,290.511791217113,654.1518740383464,2374.7406473984447
6,150,1,9982.729136579825,1317.6636897616531,275.8073600689616,786.0269827714837,2299.0512175112985
7,150,1,10241.156219854169,1328.0168899479086,281.0468416104339,636.4371349812935,2037.2567288627165
8,150,1,10502.995013510677,1364.3645213963655,273.48382290371745,750.9767976078111,2069.036107594154
9,150,1,10705.721973560989,1382.4741246418087,271.3718170620169,612.4853318954042,2140.890739527472
10,150,1,10946.439028041626,1412.4015106678492,251.43423873137618,824.0956660006095,2116.8449830302006
11,150,1,11162.673790604047,1407.2546898994472,280.4388954309086,763.9252123160153,1958.6603702640355
12,150,1,11400.38089948294,1432.1680823105053,265.64548133403713,789.3584449995225,2274.5384458530793
13,150,1,11595.709518608972,1443.1405138880211,306.193721973495,833.0219834054667,2358.135683441439
14,150,1,11969.641627724597,1535.5682453232193,290.05681018181093,698.3655264095191,2237.911518973535
15,150,1,12330.120772206912,1548.1378503439648,284.3441967402086,765.5138246194807,2311.3275960589635
16,150,1,12756.813039400377,1570.947205992247,296.4384811846622,887.4902390014133,2326.0210060605664
17,150,1,13299.287321349588,1600.6630132683308,275.92292514790336,1000.0,2165.8397049952105
18,150,1,13663.12571742849,1614.2000654907665,286.0251710115354,1000.0,2278.293157358474
19,150,1,13974.44385636861,1621.5360742218859,298.59584255726975,988.8708233453619,2228.2911262776997
20,150,1,14204.163549591023,1586.4968391115895,283.47665260035274,836.3434873254196,2253.7779936185307
21,150,1,14373.438333989001,1608.8556216060222,298.2758373466631,1000.0,2257.953017014792
22,150,1,14489.977943826107,1673.8644725225658,328.96080239711165,774.8457593878645,2367.7509617787114
23,150,1,14793.554978180837,1636.2823416899362,307.3363203866267,841.8690160810572,2155.6888000291888
24,150,1,14977.28184197786,1649.145900274806,312.84774726306017,1000.0,2225.975373366509
25,150,1,15288.523557849705,1639.97934148286,340.87855795255933,1000.0,2396.930037106554
