,feature,buy strategy weight,sell strategy weight
0,volume_adi,-0.8614029868653326,0.017881488937349088
1,volume_obv,0.02023124930167608,-0.9165891019785604
2,volume_cmf,0.8692413209526171,0.744958433310146
3,volume_fi,0.3872982241584939,-0.881040046546081
4,volume_em,0.1916491981649293,0.9019748937170746
5,volume_sma_em,-0.24242720134033857,0.2609407033971822
6,volume_vpt,-0.19774743181116894,-0.8512660367648961
7,volume_vwap,-0.2779501100824182,0.40181313521725937
8,volume_mfi,0.8068821586549775,-0.12048646357339043
9,volume_nvi,0.10117272393438914,-0.17256258602983432
10,volatility_bbm,0.8400505490996268,-0.12130219412917365
11,volatility_bbh,-0.043622178423061264,-0.9890910068570706
12,volatility_bbl,-0.5100912653141694,-0.34904139382362653
13,volatility_bbw,-0.2620417685145242,-0.17976062334985254
14,volatility_bbp,-0.3873998971790902,-0.0440245210141994
15,volatility_bbhi,-0.5577811409769022,-0.681545906620832
16,volatility_bbli,0.619203340101161,-0.3857677481159085
17,volatility_kcc,0.5965599698844293,0.6322618381511751
18,volatility_kcw,0.7600623748702435,-0.8189955596370537
19,volatility_kcp,0.9991738555487493,0.5594057393890113
20,volatility_kchi,-0.4189734122279263,-0.6865498136108272
21,volatility_kcli,0.023553026991154802,0.9231772120088637
22,volatility_dcl,-0.21906513594360622,0.963591586305542
23,volatility_dch,0.13525500805149515,0.855393103520987
24,volatility_dcm,-0.17914919671919294,0.7886944797158335
25,volatility_dcw,0.9694853317783889,0.8294603977146366
26,volatility_dcp,-0.31716949009073425,-0.8538085204214165
27,volatility_atr,0.03388302153903289,-0.9536927433997364
28,volatility_ui,-0.41204008967231975,0.7451830420028718
29,trend_macd,-0.8564371799625925,0.10986721598564197
30,trend_macd_signal,-0.7992526326385785,-0.4599482565553932
31,trend_macd_diff,0.7427660219789769,-0.49460799982729475
32,trend_sma_slow,-0.8023082465285565,-0.18590738061228507
33,trend_ema_slow,0.6434838668735308,-0.19489271028419108
34,trend_vortex_ind_pos,0.7287790761736941,0.8738810780230142
35,trend_vortex_ind_neg,-0.7459684735354235,0.4666704061733802
36,trend_vortex_ind_diff,-0.26724829153196294,-0.6031442202508599
37,trend_trix,-0.9422946333896425,-0.9913422607613644
38,trend_mass_index,0.3167222086465564,0.3034979354620455
39,trend_dpo,0.4214605097604849,-0.9500466756538439
40,trend_kst,0.6037847747487439,-0.02948610031032395
41,trend_kst_sig,0.014255378419390174,0.6310280323200461
42,trend_kst_diff,-0.05768976512774282,-0.49976887442300777
43,trend_ichimoku_base,0.9103611160698688,-0.719130806890907
44,trend_ichimoku_a,0.30471704262301236,0.56311918531525
45,trend_ichimoku_b,-0.27711089505064446,-0.5380343255330744
46,trend_stc,-0.8556877816335722,-0.4584392321794466
47,trend_adx,-0.9887630689771503,-0.5115384407586681
48,trend_adx_pos,0.09341156816399665,-0.6508817196824712
49,trend_adx_neg,-0.13321038661496187,0.5963679684991476
50,trend_cci,-0.08108192671883341,0.0939073497048788
51,trend_visual_ichimoku_a,-0.31883096887030393,-0.08538368307013
52,trend_visual_ichimoku_b,0.1354296817926095,-0.578720218026243
53,trend_aroon_up,0.657524983531802,-0.22527172082019442
54,trend_aroon_down,0.3521769103414023,-0.9944241139670575
55,trend_aroon_ind,0.06677850799126661,0.983455799062867
56,trend_psar_up_indicator,-0.4714834042503879,-0.6007527088650284
57,trend_psar_down_indicator,0.23422546777774111,0.4642234814166517
58,momentum_rsi,-0.22639661781160636,-0.3027110019816108
59,momentum_stoch_rsi,-0.36485838444747976,-0.6193092699933633
60,momentum_stoch_rsi_k,0.7334294331787818,0.7566982853965576
61,momentum_stoch_rsi_d,0.2968179654559078,-0.5837499895221931
62,momentum_tsi,0.9655019079879377,0.20764949228175267
63,momentum_uo,0.4042109094334807,-0.6063466387621417
64,momentum_stoch,0.9225499089963594,-0.9444432897025565
65,momentum_stoch_signal,-0.583141794385063,-0.3434993426815851
66,momentum_ao,-0.57410751442364,0.3303555273444434
67,momentum_roc,-0.7467472261523944,-0.5676327698296288
68,momentum_ppo,-0.33624818978966053,0.6914223227429341
69,momentum_ppo_signal,-0.42631617304681435,0.41038447290613567
70,momentum_ppo_hist,0.17798986722405474,-0.5298883087542132
71,momentum_pvo,-0.5433047809625446,0.4732332516522093
72,momentum_pvo_signal,0.008979670321821898,0.4040847525105977
73,momentum_pvo_hist,0.3556812958320299,-0.21200594455480748
74,momentum_kama,-0.6118570363407565,0.2123343075952704
75,others_dr,0.9678583138784214,0.486197853863801
76,others_cr,-0.8254329229367035,-0.9638508086743609
