path,initial_money,commision,result,n_generations,execution_time
/net/ascratch/people/plgproman/storage/commission0_003perc_2024-05-18_17-33-14-977267/cmaes_2024-05-18_17-44-58-979173,1000,0.003,5349.973055973185,2060,703.5190761089325
/net/ascratch/people/plgproman/storage/commission0_003perc_2024-05-18_17-33-14-977267/cmaes_2024-05-18_17-55-57-815840,1000,0.003,7728.125541173485,2183,658.6030418872833
/net/ascratch/people/plgproman/storage/commission0_003perc_2024-05-18_17-33-14-977267/cmaes_2024-05-18_18-17-17-491312,1000,0.003,6979.870669621868,4171,1279.6860101222992
/net/ascratch/people/plgproman/storage/commission0_003perc_2024-05-18_17-33-14-977267/cmaes_2024-05-18_18-24-28-135486,1000,0.003,5415.768005127378,1406,430.6157195568085
/net/ascratch/people/plgproman/storage/commission0_003perc_2024-05-18_17-33-14-977267/cmaes_2024-05-18_18-32-50-646005,1000,0.003,9134.694154293478,1691,502.50796127319336
/net/ascratch/people/plgproman/storage/commission0_003perc_2024-05-18_17-33-14-977267/cmaes_2024-05-18_18-38-55-512245,1000,0.003,7043.418867388179,1130,364.86773896217346
/net/ascratch/people/plgproman/storage/commission0_003perc_2024-05-18_17-33-14-977267/cmaes_2024-05-18_18-47-07-987068,1000,0.003,6840.429426742501,1541,492.4674425125122
/net/ascratch/people/plgproman/storage/commission0_003perc_2024-05-18_17-33-14-977267/cmaes_2024-05-18_18-47-55-978092,1000,0.003,3141.177178253073,176,47.97129797935486
/net/ascratch/people/plgproman/storage/commission0_003perc_2024-05-18_17-33-14-977267/cmaes_2024-05-18_19-02-57-267213,1000,0.003,9638.700672830619,2819,901.321516752243
/net/ascratch/people/plgproman/storage/commission0_003perc_2024-05-18_17-33-14-977267/cmaes_2024-05-18_19-19-47-800879,1000,0.003,7121.717293178871,3155,1010.5273139476776
/net/ascratch/people/plgproman/storage/commission0_003perc_2024-05-18_17-33-14-977267/cmaes_2024-05-18_19-30-51-252663,1000,0.003,8492.930621625355,2057,663.4378843307495
/net/ascratch/people/plgproman/storage/commission0_003perc_2024-05-18_17-33-14-977267/cmaes_2024-05-18_19-37-11-837335,1000,0.003,6847.169552989478,1206,380.57191014289856
/net/ascratch/people/plgproman/storage/commission0_003perc_2024-05-18_17-33-14-977267/cmaes_2024-05-18_19-47-24-098779,1000,0.003,5128.402196993091,1881,612.2718272209167
/net/ascratch/people/plgproman/storage/commission0_003perc_2024-05-18_17-33-14-977267/cmaes_2024-05-18_20-03-48-647570,1000,0.003,13528.546205768958,3007,984.5803489685059
/net/ascratch/people/plgproman/storage/commission0_003perc_2024-05-18_17-33-14-977267/cmaes_2024-05-18_20-21-33-252127,1000,0.003,9002.482943622406,3003,1064.5666604042053
/net/ascratch/people/plgproman/storage/commission0_003perc_2024-05-18_17-33-14-977267/cmaes_2024-05-18_20-38-29-626098,1000,0.003,11814.066654879685,3066,1016.380621433258
/net/ascratch/people/plgproman/storage/commission0_003perc_2024-05-18_17-33-14-977267/cmaes_2024-05-18_20-48-39-140015,1000,0.003,7118.267282236382,1775,609.5195202827454
/net/ascratch/people/plgproman/storage/commission0_003perc_2024-05-18_17-33-14-977267/cmaes_2024-05-18_21-02-24-881423,1000,0.003,6969.3608743489385,2433,825.7213580608368
/net/ascratch/people/plgproman/storage/commission0_003perc_2024-05-18_17-33-14-977267/cmaes_2024-05-18_21-10-59-655682,1000,0.003,9335.85779492409,1571,514.7524919509888
