gen,nevals,restart,sigma,avg,std,min,max
0,150,0,93.77058893236575,1096.8731103679324,197.03413053296853,584.2459269969213,1808.9120317060353
1,150,0,90.68379303589798,1120.6650245692922,229.4692246582221,619.6585876978712,1984.3691351031935
2,150,0,89.2452552399223,1212.562392879395,264.30260565157516,621.5432472509078,2178.6196161287316
3,150,0,88.40871998736777,1216.1044696107479,216.6939567672814,686.2255570077059,1914.2738967584055
4,150,0,88.01683427723407,1222.2769389274608,267.96312470244357,754.6376303730719,2119.044905911441
5,150,0,87.71877992091136,1246.6894118601608,240.09959639509265,701.6385538104082,1872.113799764046
6,150,0,88.3188969776842,1304.1534981226002,279.5775435964035,647.5804243660892,2136.5428047794635
7,150,0,90.41671674415475,1353.2430839123904,289.0743967184721,656.4818063979844,2162.2212403928966
8,150,0,91.71608072786103,1375.172455767644,301.6408786485002,726.246872960182,2054.5450826524952
9,150,0,92.65704058079025,1392.5921398305632,314.5535420925296,767.0876268634013,2273.060583477338
10,150,0,93.06285801445368,1414.4812349003641,349.0855507336502,732.8022443414179,2357.82544578862
11,150,0,94.4905923244044,1383.6077176742526,308.04063429728114,688.9791364731888,2241.737498048926
12,150,0,95.84529640428275,1383.2584362273897,300.0147109255871,719.3462505955389,2310.744237289587
13,150,0,96.64310803921393,1454.5994868273906,298.86080928549353,776.5695465851252,2151.8193237858313
14,150,0,95.82809973095414,1400.4231606327332,310.1629799065314,714.6355268634159,2484.6387816531137
15,150,0,95.80855465216035,1423.5884157888336,342.86973357970106,726.1874936566978,2259.5900983315614
16,150,0,96.15419378220369,1373.8307691353382,369.0065270132525,655.2012346320988,2648.3767354696183
17,150,0,97.64982228191793,1446.8542125784484,336.31183683598795,798.2591463157124,2313.8533457987814
18,150,0,100.02462786647324,1412.3955726356544,361.84539611068254,700.7725632008671,2324.4544142206473
19,150,0,103.16750269219233,1432.186665075818,343.23006759783556,714.2496113983332,2203.9068499840682
20,150,0,106.07702313749176,1461.8490977704398,393.20787684385516,784.8659738582918,2406.7940597776537
21,150,0,107.4582257571776,1485.5974890687257,389.89341246521786,781.5241100554118,2389.9075770506306
22,150,0,108.89756941635272,1440.6032802671414,382.1854793980537,685.0989736773805,2430.047969742857
23,150,0,108.9733630271224,1483.1150936267968,395.9161232580046,740.1683615938879,2523.9229173765266
24,150,0,109.9334103833778,1477.8513615832435,394.3432315201473,738.696771899288,2463.18864855496
25,150,0,110.76119551877659,1445.2616377107565,394.54081619322403,703.398189225014,2397.365666274998
26,150,0,111.138436194011,1471.2283550863103,438.6991951912871,674.6491223439106,2397.6963193376037
27,150,0,113.28572423220464,1497.0896354730087,436.4432370947897,723.0147825732421,2691.400294880615
28,150,0,114.63832968396866,1489.6030994167634,424.09944203631466,803.2186697564431,2663.130006420307
29,150,0,116.1902888547083,1528.5182705817406,461.1282055593687,710.8088170820344,2378.4838679716345
30,150,0,116.37402948809334,1520.437497111588,479.87474828564893,750.3569711153605,2449.8483253302097
31,150,0,116.93767245516857,1585.0673166485988,448.84486147762124,740.455466210495,2697.197551926898
32,150,0,117.2757943150454,1545.8219105883743,455.6119160085374,622.775518668967,2646.67439888653
33,150,0,117.6410470188232,1484.7191219763884,446.9770021550875,671.7460250304881,2522.5797485800613
34,150,0,118.72923496891208,1575.9733857368399,476.8269358271945,732.262343263693,2536.1804956816613
35,150,0,119.78886377226688,1545.973063045318,426.22246139285835,737.7317145979724,2456.495102599581
36,150,0,120.4358606671277,1588.815042077334,459.9521693666511,708.4005362882154,2600.049268631992
37,150,0,121.64200731137456,1580.5574828410893,454.5622764862778,722.2059858278504,2568.330680536113
38,150,0,122.6717903470738,1559.3913309296681,468.89411702979226,732.4202935653741,2784.9100662401033
39,150,0,122.52379859006567,1570.4990077657706,459.4682361477282,814.7476930340562,2534.4344481507223
40,150,0,122.99022780665382,1583.2381087075569,512.6428406478298,707.0639957537456,2644.749839896768
41,150,0,123.94597201811675,1530.4728559474177,504.8819717729904,679.4747800306914,2606.2547112887737
42,150,0,124.08576126326899,1638.3518115368815,465.2290785644764,731.902658551297,2451.567252785581
43,150,0,123.690645105389,1612.6835028933085,520.6179665508101,776.2661332239719,2648.64926122868
44,150,0,124.49445225709646,1579.6900547101973,504.0780417999004,732.2198963654375,2594.1361491484718
45,150,0,125.13650714984517,1711.1250705832088,517.4647330470603,678.1302662543724,2545.7611549431717
46,150,0,125.39120925945959,1610.2257122234837,500.99194040920133,689.3510468829794,2718.8489792517726
47,150,0,125.67777604122202,1622.4218181660015,554.3801303401991,713.8264162877077,2664.030086350862
48,150,0,124.99225467437054,1697.4196114946096,530.2675399645757,684.8342897175434,2612.526941672229
49,150,0,124.73253949408947,1657.205571481196,533.5857389969531,751.513471712259,2758.7484469123233
50,150,0,124.78618455345905,1732.454940772147,554.5791639354228,707.8881816590385,2816.866728970092
51,150,0,125.1995960801237,1666.1423569053277,555.0213936941227,722.2182669949041,2830.537795669281
52,150,0,125.50406152484341,1582.2642648811154,486.4429367972133,711.8038726873239,2518.5446259914215
53,150,0,126.61579529810363,1743.0421544344604,551.3889908499654,721.419918952285,2885.2197453480712
54,150,0,126.51061988634018,1744.250449025979,522.3236695980007,735.936866236625,2832.9518639878884
55,150,0,127.73561595552493,1755.235418250847,528.2983043338921,627.0692089728284,2635.1914089144766
56,150,0,128.1477515284304,1640.3981469973069,535.442331237064,725.1379889704499,2702.246834367593
57,150,0,128.66017059824986,1718.2161045658693,536.9994058032361,698.8040444586005,2827.890121131576
58,150,0,128.77357501931698,1710.5495903214999,535.5033807796683,685.013198580372,2727.373381121454
59,150,0,129.4829559043869,1775.6000019571275,582.7358187781037,690.3754270278802,2868.8923260779143
60,150,0,133.68490753651156,1740.1220296951035,581.8196423664538,703.6119669248753,3022.126601232748
61,150,0,136.12858270377157,1714.9196362376592,584.2285118095716,706.7850479199647,2917.856233563623
62,150,0,137.9504984908767,1732.0678893611332,608.7951938136982,725.6709117706869,2924.608350090493
63,150,0,140.04466681480318,1810.5365899366316,560.4614056891517,728.5767716979807,3262.5830622294848
64,150,0,141.607176868718,1751.8369917795853,639.5173970707959,681.710183795113,3031.0179078531405
65,150,0,142.12279594112732,1670.4061700442185,616.7365918798646,684.6137697958532,3007.148573224242
66,150,0,142.644593738947,1774.1960490708543,659.1757159767523,729.5150036012793,2923.6513265648205
67,150,0,143.91826876176066,1697.3513274135787,530.0859913574005,730.5352311797469,3081.6480017948943
68,150,0,145.550628443076,1792.2371602439412,564.0576068463189,740.7314982964648,3036.9794253260734
69,150,0,146.00099781381206,1814.6626446759685,588.1056972521952,694.9411199133683,3090.655204426907
70,150,0,146.6730851169393,1757.5484859493693,596.7686108293799,681.8102382278851,3148.5978229567113
71,150,0,147.1711009878695,1795.0571172475818,649.9454496874803,699.6799554717635,3036.5869722690973
72,150,0,149.2673514105473,1875.1429148322236,616.5708487421364,742.6400459061998,3462.370022936848
73,150,0,149.86265925540016,1826.9612298667028,627.0030441306835,715.3340118264263,3114.5986077261787
74,150,0,150.0171822432682,1770.1555834194762,651.0818596102296,732.6769325443477,3308.4516670878916
75,150,0,150.92588262233753,1804.9270646779325,592.0899809499505,740.6997950772405,3057.1506077442446
76,150,0,152.88530068986276,1986.7699210019837,637.3442507449271,683.3451542287261,3130.7792450390657
77,150,0,154.08562027651158,1891.3031819119171,678.3714554842536,708.0318696603946,3399.8744610052477
78,150,0,155.45507663289527,1903.152023797728,653.5557850240903,703.2147244296658,3234.2778502370593
79,150,0,161.18777661200303,1936.2334419844774,672.0348505144099,835.7576733658686,3549.538028785887
80,150,0,166.38976431155712,1868.416048753655,646.1735854616587,621.7393269831888,3260.624083069834
81,150,0,167.1026767186726,1863.058087520188,709.9611175932798,708.6230123750997,3259.26109858117
82,150,0,171.75382997837866,1998.057542304458,702.332188271658,696.2429483861796,3381.8408901216344
83,150,0,175.65750828101025,1951.5095012985078,693.1772443179677,719.7437777966614,3402.7565737570017
84,150,0,175.09565721194016,1829.2833016920347,649.4293069180219,719.1078793484012,3180.2357301990596
85,150,0,175.5244710465134,2004.9319342926374,704.9531552975886,702.248566247099,3343.745166831295
86,150,0,176.0658501471154,1974.0807539447048,716.3410065121966,756.6008598178684,3318.476507997781
87,150,0,176.81337673332052,1962.7217076317982,705.6067792770857,749.1661098313951,3374.7735644107497
88,150,0,176.98347942303354,1850.4973021658366,715.7883793544182,675.7796321416549,3352.4539700544838
89,150,0,175.90623255048845,1873.8343138662412,686.1325528008093,729.227659765498,3210.831680712573
90,150,0,176.74342328343602,1852.2863925274585,696.9622916239505,689.0220605629269,3216.0223478361063
91,150,0,178.2296134137626,1889.5517400450224,724.9722867658954,744.9841024709228,3509.603525320906
