path,initial_money,commision,result,n_generations,execution_time
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_08-08-38-178270,1000,0.001,128976.2552988083,2441,693.9619109630585
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_08-14-23-996117,1000,0.001,7142.533512668832,1463,345.7976553440094
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_08-26-44-462939,1000,0.001,13444.321753931208,3171,740.4746148586273
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_08-32-46-628779,1000,0.001,6889.586614904909,1571,362.1586410999298
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_08-41-13-763911,1000,0.001,6432.654696064888,2206,507.1215240955353
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_08-48-47-406723,1000,0.001,11420.557498978585,1971,453.64710426330566
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_09-01-07-005090,1000,0.001,22850.404250634674,3228,739.6755669116974
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_09-13-18-608827,1000,0.001,13044.163489978186,3172,731.5325381755829
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_09-20-58-552973,1000,0.001,15111.287876210847,1990,459.9979336261749
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_09-27-11-658493,1000,0.001,4744.134009275678,1620,373.05030393600464
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_09-34-27-980880,1000,0.001,6164.759183605346,1902,436.30477261543274
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_09-44-46-181445,1000,0.001,10097.51383524181,2686,618.1966032981873
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_09-53-29-325530,1000,0.001,10483.154599022057,2283,523.1377153396606
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_09-59-01-036422,1000,0.001,6110.666051096158,1448,331.70914459228516
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_10-03-41-882472,1000,0.001,6880.487133632742,1217,280.8331172466278
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_10-08-58-259152,1000,0.001,5169.547652054386,1377,316.3758547306061
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_10-15-47-518347,1000,0.001,8724.569878808401,1795,409.26056432724
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_10-22-04-320661,1000,0.001,3903.7280968944747,1661,376.8072180747986
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_10-31-54-478331,1000,0.001,10675.533516107416,2591,590.1561017036438
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_10-39-17-334189,1000,0.001,7663.143200932031,1920,442.847295999527
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_10-46-53-835136,1000,0.001,72872.0079549034,1969,456.5058009624481
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_11-05-01-819459,1000,0.001,9383.494802130725,4704,1088.0001842975616
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_11-11-16-465369,1000,0.001,10401.635169006804,1614,374.6229429244995
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_11-16-42-576744,1000,0.001,12121.0099688554,1386,326.0978162288666
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_11-24-44-000742,1000,0.001,11223.141821948477,1992,481.4266493320465
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_11-28-04-930231,1000,0.001,6578.727536524778,835,200.9150733947754
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_11-38-42-074308,1000,0.001,12520.563551079807,2679,637.1674575805664
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_11-46-14-758960,1000,0.001,15708.154084065603,1990,452.6676666736603
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_12-00-42-664308,1000,0.001,6948.1857693401225,3775,867.9270837306976
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_12-08-43-596933,1000,0.001,5208.502299626668,2112,480.9065623283386
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_12-17-01-347303,1000,0.001,7626.203784675716,2178,497.7484459877014
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_12-25-53-831478,1000,0.001,12425.32604990195,2322,532.512204170227
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_12-34-26-748822,1000,0.001,12769.007810090368,2241,512.8851301670074
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_12-38-52-718718,1000,0.001,6764.671622363509,1166,265.96460938453674
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_12-45-30-998326,1000,0.001,9510.634558079772,1740,398.35470819473267
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_12-49-24-643820,1000,0.001,6553.913210548096,1021,233.57221293449402
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_12-56-29-965155,1000,0.001,16118.45177095623,1867,425.31342220306396
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_13-07-05-742191,1000,0.001,18163.432144614944,2794,635.7758746147156
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_13-15-12-464694,1000,0.001,9182.699298391457,2134,486.72008538246155
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_13-30-43-077841,1000,0.001,16571.201371108094,4087,930.6225128173828
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_13-40-43-119731,1000,0.001,9114.429198142492,2630,600.0339288711548
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_13-49-32-341230,1000,0.001,10139.143210941489,2322,529.2293181419373
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_14-00-20-723223,1000,0.001,11995.670492411085,2869,648.3619453907013
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_14-07-56-063058,1000,0.001,6465.709008144974,2002,455.33627700805664
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_14-18-58-450684,1000,0.001,38870.70146179842,2907,662.3874995708466
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_14-26-47-801508,1000,0.001,15175.203531277397,2070,469.3400893211365
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_14-35-24-055540,1000,0.001,12467.575629907959,2265,516.2609393596649
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_14-47-38-943774,1000,0.001,11392.6059045235,3231,734.8879313468933
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_14-53-06-344170,1000,0.001,4489.892812149276,1440,327.37994956970215
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_14-59-56-628886,1000,0.001,11777.157191889997,1807,410.2929832935333
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_15-07-33-699961,1000,0.001,6796.250394848645,2011,457.06444454193115
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_15-19-21-007123,1000,0.001,10494.274503329993,3118,707.3144464492798
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_15-29-09-750877,1000,0.001,13761.814246482065,2590,588.7458248138428
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_15-41-58-840449,1000,0.001,16223.583378836689,3390,769.085521697998
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_15-52-24-787416,1000,0.001,6999.943738535819,2752,625.9450080394745
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_15-57-08-006215,1000,0.001,7112.279602098944,1248,283.19463872909546
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_16-05-48-014661,1000,0.001,9375.40386188044,2301,520.0162031650543
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_16-18-18-050354,1000,0.001,12446.256776762975,3319,750.0517203807831
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_16-31-50-388651,1000,0.001,5546.670933086285,3597,812.3294711112976
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_16-43-49-906862,1000,0.001,10431.992635384573,3178,719.5205385684967
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_16-51-04-100232,1000,0.001,8900.256671253244,1919,434.18751430511475
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_16-59-48-824106,1000,0.001,17285.231872918077,2325,524.9441723823547
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_17-07-39-912253,1000,0.001,14726.96727694254,2077,470.88302206993103
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_17-15-14-119839,1000,0.001,11230.432241754826,2008,454.1686382293701
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_17-23-28-676375,1000,0.001,10968.475733276102,2187,494.6578164100647
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_17-35-59-253464,1000,0.001,8707.270953404177,3302,750.5049722194672
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_17-43-58-061775,1000,0.001,5096.133231395884,2064,478.7858362197876
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_17-50-03-678609,1000,0.001,6875.052251614554,1570,365.5953004360199
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_18-02-32-521911,1000,0.001,10559.92976240084,3275,748.8654243946075
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_18-08-54-305153,1000,0.001,7868.185248550053,1676,381.75715589523315
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_18-17-34-164361,1000,0.001,15568.585678039477,2237,519.8624520301819
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_18-27-09-733225,1000,0.001,10385.381556583721,2475,575.5767266750336
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_18-33-23-130167,1000,0.001,11772.943671406525,1625,373.37724685668945
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_18-42-59-234691,1000,0.001,11918.972639424801,2545,576.1118330955505
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_18-54-40-113391,1000,0.001,5095.429533652681,3096,700.8890061378479
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_19-05-56-562049,1000,0.001,16351.690806412964,2985,676.436443567276
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_19-11-58-908027,1000,0.001,6972.58656985164,1587,362.33023476600647
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_19-26-48-372963,1000,0.001,14696.777005083239,3910,889.4921567440033
/net/ascratch/people/plgproman/storage/commission0_001perc_2024-05-19_07-57-03-469936/cmaes_2024-05-19_19-32-32-980997,1000,0.001,7048.9304468192195,1516,344.5899655818939
