,feature,buy strategy weight,sell strategy weight
0,volume_adi,-71589.42350598767,-24187.787199458806
1,volume_obv,-43596.561856663844,-22122.092689186316
2,volume_cmf,-790.4705465335277,-13383.752097382625
3,volume_fi,36951.16195184709,-3503.3672197380974
4,volume_em,-41664.94920405581,-24963.732974775365
5,volume_sma_em,41238.04855038387,-21496.25891001849
6,volume_vpt,-49308.54225848646,41083.7263042938
7,volume_vwap,7385.045819221959,-41462.607396253006
8,volume_mfi,18586.939914692746,-82677.73375292621
9,volume_nvi,83200.73977127491,127041.92828898755
10,volatility_bbm,-10197.218202054511,-7711.337651893813
11,volatility_bbh,-48325.313861894014,6580.963954509866
12,volatility_bbl,-23060.736048051658,-4189.77478624815
13,volatility_bbw,10734.741270780123,-51130.08048264624
14,volatility_bbp,-69572.04644079719,3656.7716999402946
15,volatility_bbhi,-15355.49189102684,-3373.406691235679
16,volatility_bbli,43777.422792679274,-143496.7667860613
17,volatility_kcc,-34367.360388831534,-21786.701279041303
18,volatility_kcw,-20584.027522440436,-39703.78134137816
19,volatility_kcp,-14841.700364588527,9245.103091249322
20,volatility_kchi,48821.38671089993,-8416.430148775338
21,volatility_kcli,12047.17654086741,64412.59434330456
22,volatility_dcl,-29289.02052278418,28677.920362484565
23,volatility_dch,-9606.42526802033,496.70202494041064
24,volatility_dcm,-52087.990310180976,4465.937956594063
25,volatility_dcw,62062.36091855968,-34874.43700659811
26,volatility_dcp,-22492.15413652162,9510.643786678125
27,volatility_atr,-34780.32848642357,-33356.31125150414
28,volatility_ui,52052.706688422404,-51469.270394990745
29,trend_macd,-6350.010747400922,-12524.621926942551
30,trend_macd_signal,-19402.319214190386,-32694.902515892823
31,trend_macd_diff,35707.610696567855,25319.518937097382
32,trend_sma_slow,2616.428968634461,-21598.563576705343
33,trend_ema_slow,-30915.849103570526,-15598.339297266777
34,trend_vortex_ind_pos,4430.276927588582,-11869.717694771261
35,trend_vortex_ind_neg,70760.57006836122,-6373.751488467096
36,trend_vortex_ind_diff,17475.07314235007,3638.511257732874
37,trend_trix,18650.984385640764,20784.837952056285
38,trend_mass_index,22369.011837862083,-30617.249749632312
39,trend_dpo,-34875.14019823103,18433.3466826488
40,trend_kst,-14755.85407223906,5290.529612666083
41,trend_kst_sig,-51580.9325025067,20226.645648571885
42,trend_kst_diff,24225.526956449135,-955.7074846918142
43,trend_ichimoku_base,-36149.41194746312,-27198.132933356832
44,trend_ichimoku_a,-10449.796739422307,-1863.7899497058872
45,trend_ichimoku_b,5016.530424517516,30426.619800960092
46,trend_stc,-75723.99669718323,14763.887023718959
47,trend_adx,38162.151955217894,37559.35057462934
48,trend_adx_pos,-30431.974452907147,357.91273932087256
49,trend_adx_neg,93005.32791258537,4717.433485534912
50,trend_cci,-37638.575596704184,10378.897214440447
51,trend_visual_ichimoku_a,14692.148284323903,1723.9180717369225
52,trend_visual_ichimoku_b,24402.3851176951,-16562.775840837625
53,trend_aroon_up,61949.42116372112,-45808.00604759887
54,trend_aroon_down,19836.21645294898,12471.33770941126
55,trend_aroon_ind,17898.97057354802,-24587.86744652811
56,trend_psar_up_indicator,-29935.03678998823,-17257.35331005472
57,trend_psar_down_indicator,80851.98744500372,-20054.269703662932
58,momentum_rsi,-25629.21897776751,27042.929893425346
59,momentum_stoch_rsi,-7081.26020109537,-34253.81511467706
60,momentum_stoch_rsi_k,-25055.668844552125,-23050.756709609428
61,momentum_stoch_rsi_d,-2072.8601089130098,3709.0746273139475
62,momentum_tsi,-26310.233724831425,14580.358418155953
63,momentum_uo,27764.152055183575,-45462.275861017624
64,momentum_stoch,3869.112420136318,-16996.570916936966
65,momentum_stoch_signal,-15226.295192247733,-9203.174694595931
66,momentum_ao,27829.144064989083,10240.56334623014
67,momentum_roc,28834.636472310867,14282.186276539973
68,momentum_ppo,21298.809589599485,21626.107123129314
69,momentum_ppo_signal,-4375.2003496734,40841.124710912285
70,momentum_ppo_hist,4997.59619794471,284.28787123828454
71,momentum_pvo,-21604.663310556487,-20147.61626497025
72,momentum_pvo_signal,-41480.74262013851,-26791.392750876807
73,momentum_pvo_hist,-3610.5910934784392,3764.9054368203674
74,momentum_kama,-14091.463747959011,10189.126772686826
75,others_dr,-26223.190612428632,21328.117244164616
76,others_cr,-2974.3345477022694,-4036.350750735267
