gen,nevals,restart,avg,std,min,max
0,300,2,1088.2613680865397,209.6939328924468,587.7313052901843,2041.0703239668903
1,190,2,1351.2269963777233,292.7573854874479,636.8499000632296,2041.0703239668903
2,191,2,1532.9930867295025,408.8081302123948,672.4723762470608,2098.3772924985606
3,190,2,1902.0202291808157,297.0357394004014,840.1496162025306,2317.072209182359
4,184,2,1970.2313821438552,320.46215458686083,701.1860787209439,2317.072209182359
5,160,2,1988.8405196873152,406.93714289754087,788.5618881094999,2466.585248754131
6,185,2,2134.1588359567354,413.08924519141226,878.8414823097817,2622.5165973075036
7,177,2,2233.968120573948,428.4537072010089,817.1147106718211,2744.442815943153
8,173,2,2263.364485380922,556.2159049402898,747.1850147214094,2756.2501517220257
9,192,2,2392.240306275942,506.20356841532043,1025.514494821329,2756.2501517220257
10,169,2,2514.0828614878774,451.6769612316917,944.6118424800878,2844.7214850884206
11,185,2,2554.819892726913,451.1981709871709,1007.1885191093188,2939.6280882618958
12,200,2,2516.3359509931847,481.75979110253314,952.2634896569624,2939.6280882618958
13,179,2,2645.1626280758423,447.4190589978979,1047.474831362739,2939.6280882618958
14,176,2,2737.3687654914506,469.69840534573075,994.0062994033996,2944.5889406091915
15,191,2,2785.008878671093,387.2151326402737,1120.3058170778197,3012.2384605333573
16,181,2,2756.5739789067293,423.35696712883833,987.8082461752381,3058.305158008912
17,165,2,2837.9529371635626,412.5076467646846,1026.4437050491044,3166.3369210972887
18,180,2,2824.617282802166,422.0964419214284,1127.7801283815804,3166.3369210972887
19,204,2,2861.454713758305,492.6550375197155,829.884143597385,3166.3369210972887
20,187,2,2953.850940398312,501.6034263839382,1023.0097080503568,3166.3369210972887
21,179,2,2953.710200427855,503.9896322285864,1080.4749104943905,3166.3369210972887
22,180,2,2969.305401520112,489.0068469080625,1049.0816488542373,3166.3369210972887
23,177,2,2930.8834722821166,513.6331280227322,994.7747112374582,3166.3369210972887
24,190,2,2960.582045100696,467.7329230707952,1077.3818684720327,3166.3369210972887
25,171,2,2992.618865481557,457.8761948428254,948.3118866029544,3166.3369210972887
26,166,2,3019.430941148194,425.72035705816137,1033.252201259647,3213.645186244023
27,168,2,2977.27659187431,504.27232167639585,1080.1378695085548,3213.645186244023
28,170,2,2992.364944214167,491.0326797630499,1051.3800079458167,3213.645186244023
29,194,2,3009.375353749777,501.80676876976105,977.4892250503614,3229.167661176061
30,183,2,3031.7830497459877,465.145295835029,1179.706663424012,3229.167661176061
31,187,2,3040.1259133675453,456.0235362683764,1073.0952059495512,3229.167661176061
32,179,2,3050.8244257962497,424.0777703200868,1221.7118364417256,3229.167661176061
33,178,2,3024.2112535083656,489.8747017663782,1130.2507552363907,3229.167661176061
34,167,2,3006.5485052432487,514.2757387478218,1038.8383736999765,3229.167661176061
35,172,2,3090.058141180694,398.90832698570955,1062.6418847873258,3229.167661176061
36,187,2,3043.9004937998634,447.13634825399964,1217.2814993553577,3229.167661176061
37,175,2,3051.438126421437,457.08013114436517,1158.598170299605,3229.167661176061
38,192,2,3004.996053314825,514.4801191389236,1005.3753063478929,3234.4655132658945
39,180,2,3030.3976332826196,496.48970092427504,859.5062627874055,3234.4655132658945
40,192,2,3041.8643250679906,443.61398270498205,1123.9540764782632,3283.356658593792
41,178,2,3060.2348766221826,461.5584129811677,1059.3722050007718,3283.356658593792
42,157,2,3050.0061091546363,523.3488616385528,1120.1765192625871,3283.356658593792
43,190,2,3138.822649302825,412.1057187802172,1104.6774159769284,3283.356658593792
44,193,2,3064.572161587334,501.73032580584606,1098.8742614861662,3283.356658593792
45,131,2,3130.1619835773486,442.5760050832392,1009.4938214124151,3283.356658593792
46,190,2,3128.2775288668904,417.9333882938771,1102.2792182525209,3283.356658593792
47,187,2,3068.650999472811,500.07401359518695,765.5915234768116,3283.356658593792
48,170,2,3091.128895384366,460.73559247836727,1005.1428600379785,3283.356658593792
49,171,2,3117.149832464073,445.15821926704905,1040.1312973307622,3283.356658593792
50,179,2,3096.4474337265533,476.4010923267345,1014.8846607155243,3283.356658593792
51,157,2,3123.8392345574675,460.30233488516194,1147.9232126795885,3283.356658593792
52,199,2,3085.3588552567094,473.2613848900048,1092.9734659588423,3283.356658593792
53,187,2,3090.776051702,479.0736206490116,1102.816481555198,3289.240308020088
54,185,2,3072.860304806868,512.8288760357055,1064.1565891372798,3336.03985780707
55,174,2,3132.0913860854857,448.5732082398267,1124.4102223944244,3336.03985780707
56,169,2,3138.0573916625585,488.949296001943,1126.518997417743,3336.03985780707
57,175,2,3147.4830883171076,458.8340263055919,1149.5416596616535,3336.03985780707
58,155,2,3146.4576427615334,469.45745431485926,1092.1030433886242,3336.03985780707
