,feature,buy strategy weight,sell strategy weight
0,volume_adi,-326.6829241220029,246.6874951921405
1,volume_obv,-173.4201296098496,-1171.122618486565
2,volume_cmf,154.90863069977905,60.969527996554575
3,volume_fi,603.4622318174007,-404.8416352297151
4,volume_em,13.577345448441648,-76.4876852054401
5,volume_sma_em,148.21905416407853,-547.042979640714
6,volume_vpt,150.97433216536055,-309.39638343289073
7,volume_vwap,-344.10936799084294,492.50373782988834
8,volume_mfi,198.55770732097557,-17.122700727850997
9,volume_nvi,-529.8483847087699,1110.4855324651212
10,volatility_bbm,-489.37831580562266,234.60316030973425
11,volatility_bbh,-827.4661220531596,572.8211356914219
12,volatility_bbl,-844.4104197052511,575.9463313537929
13,volatility_bbw,678.1948324848767,-720.4879313876722
14,volatility_bbp,513.0011812447664,-503.73225472632714
15,volatility_bbhi,-356.5972854239092,-488.88299865658655
16,volatility_bbli,-320.0491436871921,585.5364375889588
17,volatility_kcc,-203.0719841274842,540.4010745562501
18,volatility_kcw,447.98795286468123,376.04243660011963
19,volatility_kcp,-307.1702088290595,-44.29878382091519
20,volatility_kchi,231.57830645472978,-778.1493364085387
21,volatility_kcli,152.6251367424057,-99.71860277961972
22,volatility_dcl,94.28289983550613,-170.40191178500262
23,volatility_dch,-162.4133155999141,742.9210925424588
24,volatility_dcm,-623.8027388096325,841.7496890480179
25,volatility_dcw,1094.769456508132,-785.342897685886
26,volatility_dcp,-38.70671519511302,-231.90700573521224
27,volatility_atr,833.9084179632011,-631.1154448520081
28,volatility_ui,520.6699048055856,36.0815295064933
29,trend_macd,-907.4014800412793,-593.7154050145443
30,trend_macd_signal,140.74198198230596,96.71937001980572
31,trend_macd_diff,-391.81418331574764,-511.0295581864558
32,trend_sma_slow,-134.3928068073047,-42.361143556598336
33,trend_ema_slow,-165.52317063185023,781.0442655339896
34,trend_vortex_ind_pos,555.0575084374925,250.55371722991848
35,trend_vortex_ind_neg,-53.73000519176243,-84.50651133827921
36,trend_vortex_ind_diff,90.62054150145644,-632.6133176476711
37,trend_trix,365.26891551154745,-194.4779106087086
38,trend_mass_index,222.58196620862668,121.0700106298654
39,trend_dpo,4.168682724145199,-86.79281215299184
40,trend_kst,-379.09636755611047,-283.31790038046523
41,trend_kst_sig,138.32410334460877,-772.289573161491
42,trend_kst_diff,-197.2802262797644,-106.43279094832958
43,trend_ichimoku_base,-558.7107810795255,49.42565145632872
44,trend_ichimoku_a,-788.7174506313369,796.6924461713193
45,trend_ichimoku_b,-301.62411867751393,-688.779594789096
46,trend_stc,-402.87120055578134,-422.03364582795956
47,trend_adx,322.1108327845709,586.9246730086143
48,trend_adx_pos,-668.1735840602726,-818.9185019430887
49,trend_adx_neg,590.7039177671263,-980.659203621547
50,trend_cci,287.82073436279813,458.2459950671321
51,trend_visual_ichimoku_a,-644.0520711302827,496.0856531624778
52,trend_visual_ichimoku_b,-813.367157270201,-177.36517672033455
53,trend_aroon_up,-16.079528293195732,-877.1652181371022
54,trend_aroon_down,614.3311747300068,-494.1324206583486
55,trend_aroon_ind,-740.9545375440878,163.82359747435302
56,trend_psar_up_indicator,360.40267487546964,261.21261956560295
57,trend_psar_down_indicator,152.33212435944708,754.3445166007382
58,momentum_rsi,-195.35919313755707,-27.824429596261695
59,momentum_stoch_rsi,51.899294597313755,-296.3824398147384
60,momentum_stoch_rsi_k,306.67783795197073,-1033.6630674063526
61,momentum_stoch_rsi_d,213.21965516138243,-679.7500511284059
62,momentum_tsi,-95.73559886835278,-430.1297572159615
63,momentum_uo,-284.1416969868571,-380.8573656428903
64,momentum_stoch,387.2018048873368,-272.9942294654105
65,momentum_stoch_signal,-596.7539494909793,-213.40782773330756
66,momentum_ao,-598.7144815345875,-344.4675989871498
67,momentum_roc,734.339008541423,75.12202976149474
68,momentum_ppo,58.8468132010683,-85.90724989312301
69,momentum_ppo_signal,-170.45161166966048,55.11472133516706
70,momentum_ppo_hist,-155.6498356168898,64.28382620923992
71,momentum_pvo,171.34890807179644,-144.94375364165953
72,momentum_pvo_signal,-193.9630321503182,-153.46213824977383
73,momentum_pvo_hist,226.93869167661575,106.99577831077318
74,momentum_kama,-596.5322265396131,826.2546886749759
75,others_dr,154.32649577194695,74.48035168259224
76,others_cr,-888.7750248530718,647.1305720135903
