gen,nevals,restart,sigma,avg,std,min,max
0,150,11,93.85031376924324,1068.9901267583855,207.89617088802785,574.4622290768675,2018.5043642458595
1,150,11,91.0953484391503,1151.116500919561,265.47668830580886,664.6098290241315,1974.5559626036843
2,150,11,90.4735223556388,1209.5545878249416,254.39817804264194,660.4927834518669,2248.9762717435933
3,150,11,90.25217313675378,1242.101472781172,262.497894438389,692.5251911745033,2167.728857763665
4,150,11,91.28466711782573,1278.945092416934,255.59894342610784,772.6641014069993,2024.872714846894
5,150,11,93.12447045053524,1326.1593377046343,264.77437480181135,838.4182115209212,2228.093722258729
6,150,11,95.04644385270353,1342.781273875813,273.2528293612253,799.554610834331,2184.146064770386
7,150,11,98.84710274374505,1379.726600993039,278.6541178469753,816.0469653418714,2368.470070708958
8,150,11,102.46720720875297,1494.3424662466205,320.9709305465895,740.8789558980792,2457.215889969356
9,150,11,107.26342137186887,1490.4495929903417,279.2215153290205,858.5310916402424,2353.1341565813245
10,150,11,111.8618285089557,1506.2803274707023,321.0763801765876,981.7794186207232,2581.3103407326116
11,150,11,116.0411362835457,1458.939819234184,310.29083972275413,830.9766576270772,2249.545773425109
12,150,11,119.60295773567545,1485.986812430215,312.83838226884046,809.9698028376854,2363.3292044530604
13,150,11,123.68168848880981,1479.4080423006924,310.1271499517934,905.9922474316111,2336.121078794868
14,150,11,127.43684823293303,1528.0287077873322,340.3918276253916,784.0305634126335,2302.329162669805
15,150,11,129.69133088599503,1520.6376033225254,319.22163183518853,895.5415954936609,2691.0812951914677
16,150,11,133.85131446066026,1568.8427892497255,309.1453730798791,980.0906717050184,2407.5401966653862
17,150,11,138.89848761632652,1512.88860253755,312.0354215942423,930.3571542526885,2288.485290554128
18,150,11,143.49996159072842,1583.1087470568134,326.2519264046819,772.2610028666655,2521.613870852711
19,150,11,145.45766639714535,1575.0677152272567,338.4604591088768,764.824221382334,2435.032594233906
20,150,11,147.981113411854,1589.1928163657406,319.92271708846306,851.5955507279957,2452.044474553704
21,150,11,149.85994857944493,1599.5953761158553,346.5242070070722,709.2569779503302,2495.150665414411
22,150,11,153.1614802186581,1626.3994821140188,329.64522473914855,922.2869148678974,2524.782019840908
23,150,11,155.4441823189942,1632.071957781369,309.9869710587359,989.2349088545728,2290.5739481074243
24,150,11,158.4386089160905,1620.657161517236,327.43465866120073,1000.0,2343.6574353416495
25,150,11,162.63473492516653,1717.1406794446686,332.761288020597,1000.0,2385.171726664704
26,150,11,165.47752275933,1694.1277104265134,335.4717127249191,887.4902390014133,2489.453403214564
27,150,11,166.20168696241942,1736.3115657243818,377.5647742032747,922.1331234534103,3119.1723438349127
28,150,11,167.71833354734514,1754.0136558243928,340.8030495368233,1065.2872899767888,2665.905613104707
29,150,11,169.6414583900883,1705.0822303635305,342.4066332112454,994.577489922058,2648.921852927544
30,150,11,170.9799254432528,1700.655526133509,363.21044025979654,890.5075396827972,2688.8444056049666
31,150,11,167.83031989194515,1711.4337354308157,353.23181689883603,983.65554738286,2555.2823597622173
32,150,11,165.34859197614557,1742.7488198560723,342.23348955571703,982.1378002106318,2392.739710537347
33,150,11,164.71450708417885,1774.0443921070953,343.56499840633734,1000.0,2705.1761876280793
34,150,11,165.2871964055747,1783.37240829893,309.6564100473308,1078.9144134160986,2557.425771297318
35,150,11,166.16599819378442,1796.291664382068,358.00247484416246,944.2039779928841,2848.9760041506634
36,150,11,167.3717958052156,1744.511605390397,349.0494348847114,811.5476651920646,2562.9321069736293
37,150,11,167.56078737639857,1806.1352921720807,354.0451095817909,922.2698531713527,2556.1817755692387
