gen,nevals,restart,sigma,avg,std,min,max
0,150,14,93.9466613673147,1076.3317599561037,205.6472583547883,640.4438485042712,1820.3043920608905
1,150,14,91.90187554530543,1150.7024596514207,267.8383246965023,624.471944081209,2092.294709939041
2,150,14,91.53058240171431,1216.488549557372,257.7244575649209,765.9647423036251,2254.9542727287267
3,150,14,92.92067237630874,1226.1847420679828,249.68744811197988,711.5794102964076,1851.553278632362
4,150,14,94.67521882775013,1227.74645473486,240.414293950086,698.6376520761772,1993.2106665631911
5,150,14,96.06196735619696,1300.5965663728157,262.4988226967712,758.7056087673244,2010.2444945772863
6,150,14,97.44870886905149,1346.8188729723206,260.87422885642377,862.1021916151287,2093.846417082378
7,150,14,97.96084205491611,1414.9855345720089,269.20901351809243,767.0139974617908,1996.1807754920424
8,150,14,99.23909253641983,1446.2244583952572,315.1435083537878,802.942844676708,2303.869853968939
9,150,14,101.37490211900977,1433.8155417626203,282.35105196961115,884.2304965553681,2127.4056442693495
10,150,14,102.81735427309894,1476.1902452750585,287.9637324134716,980.6955723188631,2345.3424058865116
11,150,14,104.1086143349136,1529.2622917783733,282.16864093734563,900.4705782891175,2227.385547865116
12,150,14,104.89797970771019,1509.5168187532245,284.9291507961218,752.7610001723714,2270.4128206471405
13,150,14,104.59450084802153,1483.5862287946127,314.31153611989794,897.1979822823703,2548.5724390046175
14,150,14,104.84767215464986,1505.2093471533785,298.55612424766736,885.2732150911122,2293.0177870877174
15,150,14,106.4863994786446,1509.437478521465,294.8733130223944,966.2418227281,2098.4834351811437
16,150,14,110.31557700381693,1582.3907573925449,311.96434999172084,874.2948493831007,2322.5562717987964
17,150,14,113.68081261862642,1594.0055927400683,265.05777468396195,1000.0,2086.3027821522355
18,150,14,117.66555741164309,1591.839882281957,313.1788875930057,999.2396638842048,2359.8248702407805
19,150,14,121.3966663877734,1643.4585480821888,341.3563560533759,964.5510450417363,2317.2047756143133
20,150,14,126.13544574821447,1589.9127155735748,326.5851853936036,963.8524599335631,2293.5072322785904
21,150,14,127.89217608913555,1588.7313273092693,305.65338923997354,1000.0,2403.7749570883525
22,150,14,127.00075647600404,1559.7776052751178,299.03611155007894,1000.0,2095.3463579666936
23,150,14,126.9797683431285,1629.6009295774131,330.35065091623375,1000.0,2309.4938002525714
24,150,14,126.37270273626545,1592.8675272505482,318.32614508331034,1000.0,2228.0556961819398
25,150,14,127.79565643172836,1640.7726811826253,341.8058933741797,919.1969683321953,2234.6943610942844
26,150,14,129.68217653766123,1666.8776029786495,321.3472288901926,1000.0,2439.1172166998513
27,150,14,132.32285939433999,1625.4607926627264,354.2889363879965,1000.0,2294.8412296973283
28,150,14,133.75784381319346,1621.3635882603032,338.9470717840628,1000.0,2330.133480989752
29,150,14,135.14725862329556,1626.8199801394808,352.43037192470587,1000.0,2269.0532921857885
30,150,14,139.08836147192562,1626.960099117059,357.29419983247215,1000.0,2382.4190041389033
31,150,14,143.218497841995,1685.57088278693,336.4096837647374,965.18148837009,2325.246482069101
32,150,14,148.08368555082308,1676.2718106433415,345.9518843822794,1000.0,2286.6833571921707
33,150,14,152.7133640049289,1709.9703781974367,351.63510123276274,991.9110372648405,2503.884487253227
34,150,14,156.8249361854625,1650.3187844543415,367.38005604052853,1000.0,2395.068342932251
35,150,14,160.79275236853016,1675.3812082678553,353.76450182163614,1000.0,2386.353870071947
36,150,14,166.0518195406851,1678.4814546912928,365.5408749178955,1000.0,2351.1762591538595
37,150,14,170.69958377785775,1710.4217155182455,337.5476926831756,1000.0,2467.4622408587134
38,150,14,174.11342622853763,1663.4722769177547,354.3517981898754,1000.0,2408.635402645786
39,150,14,176.92574422023696,1705.773020032145,381.04296748779706,1000.0,2459.910570334411
40,150,14,182.34535729581697,1677.5457983138472,360.5028664035938,1000.0,2401.023871262873
41,150,14,185.829010487849,1652.2752873780737,385.2739143449872,1000.0,2490.4351818386544
42,150,14,186.54900492499863,1741.3181387780178,368.9248724623842,1000.0,2351.6902158194857
