gen,nevals,restart,avg,std,min,max
0,300,4,1089.8391589425496,217.34036625133865,558.053194398928,1964.1503885977959
1,173,4,1384.7624426850944,280.12911223890524,625.607995573826,1992.7858390411843
2,189,4,1595.9915883915623,357.4708383452182,711.0847842648008,2355.987549998286
3,187,4,1761.0196461317805,371.74122023012154,575.0623415012192,2355.987549998286
4,192,4,1692.0542329249322,493.99238935806443,721.5326378848539,2679.3771250543277
5,187,4,2219.5314794112574,321.04207598180676,1000.0,2827.4719905606244
6,185,4,2130.100162168005,499.1328463333228,989.3620728348691,3195.6241123595823
7,172,4,2583.866757688449,494.6440072093929,821.2745407068697,3527.4898548071537
8,205,4,3030.4219598641876,378.35682965362037,1675.2176039346675,3674.797411171571
9,182,4,3238.560720026243,410.22369678200374,1766.3281232615025,3732.619440518794
10,184,4,3308.0228977611314,471.986656926828,1443.830453594384,3841.25567759617
11,185,4,3329.8698932948896,519.6164007185687,1594.818531944179,3841.25567759617
12,190,4,3425.547219451499,525.006119635429,1735.0488411267438,3996.995282547369
13,175,4,3579.0896212530834,517.9877846122456,1661.144724005664,4001.2447160559063
14,198,4,3542.774257667892,539.6050940755291,1687.8124307285493,4013.319780575856
15,184,4,3661.8741685262935,549.5023378499477,1647.8480067364517,4041.575728529874
16,183,4,3681.2960792956806,655.6761792929119,1647.6195741724518,4058.082301680062
17,167,4,3767.2873122299634,573.6047003062495,1726.6112436881272,4058.082301680062
18,191,4,3771.2285388989617,601.2651770604757,1651.036487097349,4058.082301680062
19,172,4,3811.9117106984213,593.6469761080895,1484.2521443442224,4058.082301680062
20,177,4,3758.857770712169,605.5777566356312,1824.6142015318915,4058.082301680062
21,196,4,3747.825305417808,628.0528772172893,1334.5864428253035,4058.082301680062
22,181,4,3777.4474791499956,594.650553496689,1720.283899954533,4058.082301680062
23,175,4,3765.447809482603,638.7314309219663,1506.2173399345106,4058.082301680062
24,174,4,3755.1518512078733,626.3149430407328,1750.738113951971,4058.082301680062
25,171,4,3784.2213359522075,617.7825677819064,1569.9677687248363,4058.082301680062
26,189,4,3748.3235705070724,666.7469418799166,1542.553649293961,4058.082301680062
27,183,4,3790.234050421519,587.0199849076953,1770.7434123078524,4058.082301680062
28,163,4,3779.3984043724263,631.2223795395901,1600.5413475215119,4058.082301680062
29,169,4,3790.314331399705,597.4731611831489,1770.1904908386457,4058.082301680062
30,192,4,3731.630772976061,664.8762805568498,1699.5617716270535,4058.082301680062
31,170,4,3757.516846871679,596.6188325656865,1783.326432059747,4058.082301680062
32,198,4,3803.0031737650324,588.1280054539524,1431.4423949472516,4058.082301680062
33,176,4,3763.947105245677,633.0975653943544,1641.8410296426414,4058.082301680062
34,170,4,3794.317257029617,624.4523344507172,1563.560421316347,4058.082301680062
35,196,4,3726.8487094292454,651.4257625931908,1570.8064407331894,4058.082301680062
36,178,4,3779.979668516578,611.0288881574602,1588.6015598083598,4058.082301680062
37,186,4,3792.4257830637725,595.8826118734764,1835.9916270939118,4058.082301680062
38,174,4,3769.411711440336,647.336169141601,1424.4813915903826,4058.082301680062
39,157,4,3792.604173287645,599.204835481595,1703.5237060516445,4058.082301680062
40,189,4,3721.783692241609,669.2770782348392,1497.9217050185207,4058.082301680062
41,172,4,3748.0206539984583,657.5528041238504,1580.382649619518,4058.082301680062
42,185,4,3725.4357287936705,673.0175073290194,1433.5578772531765,4058.082301680062
43,194,4,3727.0265185624485,655.1395217435653,1430.0948180475739,4058.082301680062
44,181,4,3767.7741361073713,625.0265221412959,1801.4268471106216,4058.082301680062
45,184,4,3719.804469979678,646.2528307411611,1792.4757816872961,4058.082301680062
46,156,4,3809.696294499055,580.2276743172364,1750.9076500453764,4058.082301680062
47,178,4,3796.1774608445558,608.0560665363163,1579.3827327478543,4058.082301680062
48,173,4,3738.1353348252255,651.7892228332759,1451.6903090885526,4058.082301680062
49,190,4,3763.7565135090163,652.4387158993717,1428.6667324848763,4058.082301680062
50,195,4,3717.8464473166323,671.1673721298135,1712.5459578221605,4058.082301680062
51,181,4,3689.788688873637,694.762593517051,1672.1712429249676,4058.082301680062
52,185,4,3740.8840815923363,640.960212265787,1611.1774591386334,4058.082301680062
53,191,4,3708.2340105911444,670.1434869703785,1579.522516271205,4058.082301680062
54,185,4,3730.623163018549,629.990979029569,1762.2437146851132,4058.082301680062
55,183,4,3788.158581065584,602.7775378139816,1638.924681235525,4058.082301680062
56,170,4,3724.937379081201,665.2156492546487,1773.9108782021992,4058.082301680062
57,197,4,3703.039918098322,677.1669614295798,1674.836287124533,4058.082301680062
58,174,4,3778.1286568843248,622.6312956484034,1762.9120248064091,4058.082301680062
59,162,4,3774.6920083712125,611.3351483249216,1605.6721917024595,4058.082301680062
60,187,4,3764.569780763352,639.8827746568417,1597.4533811333408,4058.082301680062
61,179,4,3795.260187337948,591.4485876708181,1591.8960722296622,4058.082301680062
62,193,4,3754.0978291356314,624.4096522941871,1627.531780507264,4058.082301680062
63,176,4,3790.6204387428074,588.7699903929029,1674.9247638660324,4058.082301680062
64,174,4,3784.481347656585,606.6051396038459,1663.6144921756736,4058.082301680062
65,178,4,3834.4199798397044,544.1906693105436,1524.9963571197325,4058.082301680062
66,205,4,3675.8433679926334,714.3036923025401,1410.420608017418,4058.082301680062
67,166,4,3806.320131493501,593.040056168292,1645.3288184196037,4058.082301680062
68,153,4,3791.8950291951924,578.3238641707392,1568.423878678438,4058.082301680062
69,184,4,3751.8141529653735,650.6006855857453,1549.2844206742407,4058.082301680062
70,165,4,3759.189588085801,617.471243819188,1671.4479537136872,4058.082301680062
71,178,4,3742.7143522362335,653.350809881957,1561.1761860205077,4058.082301680062
72,179,4,3718.621219516913,667.6260740507328,1614.9639868418292,4058.082301680062
73,176,4,3764.8665919533605,661.1443016411765,1593.5472897719496,4058.082301680062
74,188,4,3777.8120073581736,622.7193773077139,1692.0117445062276,4058.082301680062
75,166,4,3752.918261709286,659.0699570666563,1700.1969560723123,4058.082301680062
76,178,4,3705.497662749971,687.819925055931,1659.0256968446877,4058.082301680062
77,178,4,3810.8822986004984,554.0463782889653,1668.7845526171693,4058.082301680062
78,192,4,3712.200070317785,676.9145522627508,1611.5931544495854,4058.082301680062
79,173,4,3769.895699382898,611.5095899134552,1645.3254929465538,4058.082301680062
80,177,4,3763.537110673456,648.0187441808587,1664.1818124132478,4058.082301680062
81,197,4,3801.9293962143074,597.5122184851618,1632.7880857029531,4058.082301680062
82,175,4,3805.371460498872,586.8975337833521,1518.731716499129,4058.082301680062
83,179,4,3745.6331920882844,636.0241231077732,1667.9573371556246,4058.082301680062
84,175,4,3759.9918950648716,624.0754277832245,1673.828068308921,4058.082301680062
85,182,4,3789.6678311459877,591.0770777052757,1878.0604473082756,4058.082301680062
86,171,4,3821.6180082256597,562.1317037465482,1882.0021139820115,4058.082301680062
87,178,4,3749.390922618417,644.4968162295941,1779.50857810127,4058.082301680062
88,169,4,3838.3929943785306,532.1049971062885,1862.323072968279,4058.082301680062
