,feature,buy strategy weight,sell strategy weight
0,volume_adi,-203.07376589042212,144.90039619229424
1,volume_obv,-114.90634727182572,-485.40457012255644
2,volume_cmf,-561.2856169338296,362.0816619354948
3,volume_fi,-836.9148587573578,-1336.7147028919953
4,volume_em,1056.3909285042757,-245.71337470193444
5,volume_sma_em,-222.64474956905372,393.13948965402204
6,volume_vpt,-948.1391341524779,-1101.5500631650225
7,volume_vwap,-481.051114245997,-184.06894965020822
8,volume_mfi,327.0541792263712,-2546.8042376935127
9,volume_nvi,-2263.7327045332495,1133.0897127412934
10,volatility_bbm,-1782.2322852770271,1230.7191327291896
11,volatility_bbh,-504.0209192124754,720.0149807581877
12,volatility_bbl,723.88697703134,682.1960648263114
13,volatility_bbw,418.92403123776813,-160.6859168766095
14,volatility_bbp,-674.6556376501685,-421.6354627591609
15,volatility_bbhi,516.1971431379632,737.1988277059584
16,volatility_bbli,-1053.4522191072458,1689.8987585744208
17,volatility_kcc,-1143.9875989015077,865.140723970613
18,volatility_kcw,1118.6336681460093,-1074.840074073318
19,volatility_kcp,105.31502646715359,-81.25327920566848
20,volatility_kchi,-1642.8665428126828,197.63703520582547
21,volatility_kcli,803.4774223306667,276.09191967588674
22,volatility_dcl,-428.44639223752984,794.2631412897749
23,volatility_dch,-1029.5998863257337,-26.650950119387744
24,volatility_dcm,-1210.0638572881574,884.7201321596496
25,volatility_dcw,2038.2813787652603,-549.7980193323692
26,volatility_dcp,185.4796291808398,-618.8472709608261
27,volatility_atr,740.8719477433185,-606.1635489567478
28,volatility_ui,1734.2214177494413,-1126.4807945308712
29,trend_macd,-562.7611696150677,-209.48023289454667
30,trend_macd_signal,-933.1985108384534,-772.7125712399192
31,trend_macd_diff,-71.76885245364159,-1820.3453918771186
32,trend_sma_slow,-1408.829160998346,1461.9215438139363
33,trend_ema_slow,-64.72925833428377,1145.9825474471575
34,trend_vortex_ind_pos,-1065.652704534038,412.11851930826936
35,trend_vortex_ind_neg,1185.4001485473848,591.5699585693125
36,trend_vortex_ind_diff,-287.3927334709015,-446.077814494807
37,trend_trix,521.4154089176121,-241.72909789792158
38,trend_mass_index,807.053487738368,-614.9123362638984
39,trend_dpo,-211.60066222394607,-913.1876450503926
40,trend_kst,8.270834020020594,289.59812512016737
41,trend_kst_sig,440.99484999354615,-94.07204489566942
42,trend_kst_diff,382.0871459815464,22.64736784521645
43,trend_ichimoku_base,-1106.7048238884538,1484.7509185855447
44,trend_ichimoku_a,-172.38094760031825,-510.041003381539
45,trend_ichimoku_b,-958.9673344365234,1052.8248892569611
46,trend_stc,-155.50314682000803,-710.8374322699017
47,trend_adx,-495.80394387946916,1176.7733464990654
48,trend_adx_pos,-29.083688282372577,-335.7162874522243
49,trend_adx_neg,49.85087539970951,-1057.0710333295028
50,trend_cci,-281.15437640551716,458.30364053347387
51,trend_visual_ichimoku_a,-1440.2835426379715,1450.9743481594792
52,trend_visual_ichimoku_b,-427.7783802972669,230.7661398349789
53,trend_aroon_up,1032.9296362795737,-363.2512391998829
54,trend_aroon_down,1521.849577594309,-750.559065393731
55,trend_aroon_ind,-507.457913635859,-970.914509542253
56,trend_psar_up_indicator,-1205.7990931381157,-559.5212382679322
57,trend_psar_down_indicator,700.0405109823391,114.45868375678788
58,momentum_rsi,840.2080303137773,-263.4911777185363
59,momentum_stoch_rsi,-888.5866187200293,-7.603375420969229
60,momentum_stoch_rsi_k,-574.7014623883459,-178.05208720571702
61,momentum_stoch_rsi_d,-1106.5688226472391,-1221.7802268050682
62,momentum_tsi,764.6268708539027,46.54583529765006
63,momentum_uo,-241.47355452131384,-939.7119227312437
64,momentum_stoch,481.2889523117182,958.7330070496489
65,momentum_stoch_signal,-1296.8231021654917,-1070.9584039917124
66,momentum_ao,860.9241016753235,-482.26386273559956
67,momentum_roc,-276.5841486764118,-445.1405260628571
68,momentum_ppo,330.1651296300399,-644.985514123787
69,momentum_ppo_signal,926.1825646768127,-98.67906308474801
70,momentum_ppo_hist,-898.8897814218195,-426.8913924212205
71,momentum_pvo,402.83215253040026,833.4994972323166
72,momentum_pvo_signal,-511.1875902535852,-1206.3424581384127
73,momentum_pvo_hist,23.282713334799183,-1023.4514626034893
74,momentum_kama,-2091.86823583577,288.7917951339957
75,others_dr,-61.089564970285565,-869.6186735432643
76,others_cr,-1401.9641259277153,-747.4902359425439
