gen,nevals,restart,sigma,avg,std,min,max
0,150,15,95.29127238232348,1069.1106027196597,207.54550965125233,525.1746483757793,1751.7288127049183
1,150,15,93.3673251752677,1148.5009441435004,212.95117103771744,757.7663104365506,2039.1186153616766
2,150,15,93.30193571817505,1200.6448285680394,239.1228396021296,655.5577170625501,1891.903923364082
3,150,15,94.36225388288155,1284.044700748061,280.30403406696377,710.6492604521698,2407.9114051668416
4,150,15,95.83405535296114,1299.443151334097,281.51468820120084,762.9419085370832,2378.8549390456433
5,150,15,97.42058449107276,1364.787906239137,313.3323101105669,693.971364875366,2182.275276754572
6,150,15,99.10279216996854,1385.8885953513393,296.3810487610548,721.9850576936922,2237.4723659299593
7,150,15,102.5330993655898,1403.0377384012559,311.52800213445704,738.4400099818984,2082.3666055097083
8,150,15,105.90139267641368,1468.0747207434215,311.38652300634556,897.9419236953504,2272.370219153757
9,150,15,108.92619095897864,1434.1509822587693,296.3840590411632,923.0105853425537,2067.030473148882
10,150,15,111.14292444754385,1503.2550452840433,309.1049177566251,821.4512252609081,2162.0394505558293
11,150,15,113.06603144432052,1498.5074891636064,304.2522553599116,868.760568884618,2308.5502471856894
12,150,15,114.66209723028784,1549.547460511021,295.7282334543344,837.3594376413616,2308.7023236809614
13,150,15,115.17929937265029,1527.9668251279602,315.40495473529006,921.186045467635,2230.753313140007
14,150,15,115.17783144246475,1518.1184243771147,312.22773144831575,844.7985236652049,2202.1170574035946
15,150,15,115.9941379483088,1540.1386985052486,302.1824994388858,990.7651519861912,2280.759155996347
16,150,15,117.9224799914849,1590.971247837246,315.4775335229661,802.3367001528364,2356.308969775356
17,150,15,118.1664772351529,1586.4226990490674,319.61929005905927,1000.0,2294.2940514877614
18,150,15,116.56617617276697,1619.1897818732712,330.6451407146921,888.22887544117,2357.2634763347965
19,150,15,115.33828442217425,1627.8494522147087,311.82690255536767,992.2951680919145,2552.936069638329
20,150,15,115.21296588991318,1682.3099740247953,291.34946349204444,1000.0,2550.9748720210578
21,150,15,115.8868701687902,1638.0864407900908,303.44664078231335,992.6556551390347,2201.7645813838285
22,150,15,118.15008997334364,1700.2273923903679,311.8325096238755,976.5676018497645,2408.9210153256345
23,150,15,121.40830490607095,1726.4415036467308,280.1535696973061,981.5200081934354,2353.148977157397
24,150,15,126.03617411905144,1724.3559238076327,275.5280564485729,1026.3874127293604,2338.6955622877967
