,feature,buy strategy weight,sell strategy weight
0,volume_adi,-0.5995995990671359,-0.40876894806281383
1,volume_obv,-0.9891993262598422,0.09316840772932755
2,volume_cmf,0.42288599873185273,0.1062406530731681
3,volume_fi,0.6237119900353736,0.12251904343496456
4,volume_em,-0.250762463113563,-0.027618516964944106
5,volume_sma_em,-0.0192739948482592,0.15238301677046828
6,volume_vpt,-0.41234581487314426,0.0035724365888629706
7,volume_vwap,0.07169365904652603,-0.31876110203749186
8,volume_mfi,-0.593540489590429,-0.9484025324410064
9,volume_nvi,0.21640926098043312,0.6255142473805471
10,volatility_bbm,0.5433344217934786,0.4624846448726787
11,volatility_bbh,-0.1611380144976946,-0.8971709642334234
12,volatility_bbl,0.28525000934850775,-0.30981166868514043
13,volatility_bbw,0.6275298730778449,-0.6512769957123647
14,volatility_bbp,0.4799170648469795,-0.04986867136842066
15,volatility_bbhi,0.7878650461577013,-0.8935990070597788
16,volatility_bbli,-0.2670638717996605,0.09158557272064227
17,volatility_kcc,-0.3941358831423456,0.6559171734545703
18,volatility_kcw,0.9874972565210836,0.7030977004633934
19,volatility_kcp,0.7166128272088661,0.06908264271438846
20,volatility_kchi,0.8377500592749105,0.49709268972874465
21,volatility_kcli,-0.7748265368428833,-0.9103358930940466
22,volatility_dcl,-0.9608088809005304,0.3233762636137547
23,volatility_dch,-0.8879627859740233,0.10523880876743585
24,volatility_dcm,-0.9354921547220802,0.9702456286167949
25,volatility_dcw,0.05374012929082039,0.6432860764687713
26,volatility_dcp,0.8292176824701365,0.43530353160198376
27,volatility_atr,0.18723054460388933,0.4456866655588696
28,volatility_ui,0.4531658569484247,-0.1410632194093222
29,trend_macd,-0.43153818854146286,-0.1600380254729381
30,trend_macd_signal,-0.6884277629098137,0.2718928836627086
31,trend_macd_diff,0.4678951556422417,-0.0028872415636422843
32,trend_sma_slow,0.883751139787166,-0.3051586332190497
33,trend_ema_slow,-0.48931231603799974,-0.9621673112366145
34,trend_vortex_ind_pos,-0.07395823621390463,0.0013429211579909506
35,trend_vortex_ind_neg,-0.9210181321554751,0.9192289797643534
36,trend_vortex_ind_diff,0.9656640806965917,-0.9616064167126344
37,trend_trix,-0.6717241241345155,-0.9606489532371731
38,trend_mass_index,-0.6761192932768247,0.24935029163775146
39,trend_dpo,-0.43515323589646115,0.825898526557524
40,trend_kst,0.4954622221819007,0.32927830209839537
41,trend_kst_sig,0.6285476072763014,0.583499343123435
42,trend_kst_diff,-0.46965600072137814,-0.6686131873326018
43,trend_ichimoku_base,-0.7129781259290453,0.5585444798530299
44,trend_ichimoku_a,0.07426785998605645,0.5058301259354434
45,trend_ichimoku_b,0.6008292681445342,-0.08560035699009338
46,trend_stc,0.18790915266227426,0.6752834237121184
47,trend_adx,0.345490790021582,-0.7075593498943114
48,trend_adx_pos,-0.6257130502572934,0.005197635668485079
49,trend_adx_neg,0.7843595622259298,-0.7947904111509025
50,trend_cci,-0.02201691014856877,-0.968646965141031
51,trend_visual_ichimoku_a,0.3801168764311247,0.5172328573974869
52,trend_visual_ichimoku_b,0.36077689926831225,0.9965342783195981
53,trend_aroon_up,0.19387315063320698,0.5711830942854956
54,trend_aroon_down,0.07080377370402946,-0.23194303451264364
55,trend_aroon_ind,0.17493945070996642,-0.9956653976196173
56,trend_psar_up_indicator,0.43613524157105643,-0.9604759618716383
57,trend_psar_down_indicator,0.03294324817463279,0.14530591122371628
58,momentum_rsi,0.40703136818196795,-0.24008920090996488
59,momentum_stoch_rsi,0.2995085743514221,0.7191274800314575
60,momentum_stoch_rsi_k,0.8884947648029877,0.47841593094146373
61,momentum_stoch_rsi_d,-0.4361400096780603,-0.43898709188123286
62,momentum_tsi,-0.13599342127203062,0.9347329836879519
63,momentum_uo,0.2725248608357873,-0.8978027954409309
64,momentum_stoch,0.41741668612391525,0.05719973184707028
65,momentum_stoch_signal,-0.784421103506596,-0.28574591044179565
66,momentum_ao,-0.44079647232461516,-0.9477251331486376
67,momentum_roc,-0.9828288878442815,-0.7772551310045481
68,momentum_ppo,0.44301075183062477,-0.33429736533521015
69,momentum_ppo_signal,0.5134058996885535,0.7439395808989944
70,momentum_ppo_hist,0.6829704257709133,-0.07964852614656737
71,momentum_pvo,0.5980470397425124,0.5760432546949494
72,momentum_pvo_signal,0.3938871899739975,-0.6401161978852661
73,momentum_pvo_hist,0.693304229145435,-0.9371296451103874
74,momentum_kama,-0.42061811928612247,0.20150970528713397
75,others_dr,-0.637457738118876,0.21093827328099124
76,others_cr,-0.7567019408202993,0.30621073950470024
