gen,nevals,restart,avg,std,min,max
0,300,0,1089.400252514487,207.03299076449306,590.3850419299526,1936.1747028546501
1,170,0,1378.9131069130003,304.02815013348413,655.3073267410873,1972.58805990162
2,166,0,1670.3553584844017,323.42323854241727,875.9944791600606,2265.044727488258
3,172,0,1790.6291785161357,321.13708767151223,878.1165023371333,2391.0839868905546
4,191,0,1919.3269864601875,384.7826154385661,963.9859384267395,2430.0237416542277
5,177,0,2222.557838532231,213.90542706265086,1348.1015754202504,2544.547482677938
6,192,0,2255.403290359617,305.2484185001905,1150.9316529576006,2592.526665311831
7,178,0,2362.3971515224252,283.0853033089222,1267.3761644474598,2692.139479759256
8,191,0,2436.5604168994946,221.53951086460822,1491.7121518211227,2768.344713506349
9,176,0,2549.501141991886,195.68064874771474,1770.76017861722,2801.2169040750036
10,172,0,2593.821292908544,243.99456782216296,1660.7163255446224,2859.4591240146233
11,194,0,2662.332398941749,231.70697706447646,1456.2535367944458,2927.123974526347
12,179,0,2735.418968179948,217.30949703485982,1781.43547633713,2953.720122918683
13,167,0,2781.0554408655007,229.4723116380164,1898.6361923291145,2959.5912148964558
14,192,0,2788.378081976994,261.26467512733325,1610.8474449250461,2974.8469862477587
15,197,0,2816.2692773770186,254.73162736165833,1704.7845176677615,3013.6025050347153
16,178,0,2827.3832347782227,266.55413370721453,1748.9689895173735,3013.6025050347153
17,194,0,2878.933234018198,237.30509364389474,1943.32942253512,3049.797585977786
18,172,0,2874.143000747742,300.34361931021664,1694.750538958832,3049.797585977786
19,173,0,2891.7107454772,309.41654018554027,1539.5410338215247,3049.797585977786
20,171,0,2937.777239065374,272.69024973056185,1750.900163626508,3049.797585977786
21,175,0,2916.301571241611,304.25627882274443,1703.3914107207574,3049.797585977786
22,179,0,2902.831602131015,299.9198548653464,1827.137018689941,3049.797585977786
23,200,0,2902.7555045786344,299.13256984415796,1869.925522550176,3049.797585977786
24,175,0,2922.8708086111965,276.110269296531,1812.6188460630685,3049.797585977786
25,182,0,2911.307420669955,301.34351439959624,1780.979031440462,3049.797585977786
26,195,0,2903.660864473764,320.625586314555,1744.3155465217542,3049.797585977786
27,177,0,2932.5500761916774,263.76095268991486,1708.4723756939547,3049.797585977786
28,157,0,2905.2495043174513,295.2860845679013,1886.0448222815073,3049.797585977786
29,185,0,2916.33232680874,283.19297665188026,1839.5069830034536,3049.797585977786
30,181,0,2919.0145458260095,295.42770561653117,1721.8115433319763,3049.797585977786
31,168,0,2920.538890006865,286.69487787203167,1777.526244758178,3049.797585977786
32,179,0,2927.7471836920904,283.56469345774315,1737.3409244147804,3049.797585977786
33,151,0,2957.5828727916773,255.1799048165293,1798.1073839907287,3049.797585977786
34,161,0,2920.374644852595,305.94908156983587,1626.043282129989,3049.797585977786
35,190,0,2881.0586848911944,332.1134580646654,1614.1180697898762,3049.797585977786
36,175,0,2917.7927769168573,305.1356163398299,1304.3485867735153,3049.797585977786
37,174,0,2910.719530716265,297.99863711459477,1569.7062681738848,3049.797585977786
38,177,0,2923.9611945322395,292.2791439473037,1665.283529076383,3049.797585977786
