gen,nevals,restart,sigma,avg,std,min,max
0,150,2,944.7630326436614,1072.9748818794028,207.31450449945106,616.0575758898203,1733.5078361732628
1,150,2,927.4122456695621,1121.0507854373398,226.7172822159632,705.367063621263,1955.6896601532603
2,150,2,918.9606761498964,1147.023342323911,241.9011090178454,641.3866729548897,2019.4868942108637
3,150,2,921.5528658975953,1223.5887400754534,265.7608951335313,741.0142079450923,2119.746812582731
4,150,2,938.2796567722679,1231.1859523944215,269.194122776468,685.6824533637715,2200.5107671150486
5,150,2,958.3463820958654,1334.7631754438232,274.50741029697247,779.4326441384342,2373.8838101006795
6,150,2,982.0310242065711,1361.3632012904884,297.8944840474678,725.2990122213737,2368.1248681898946
7,150,2,994.0922024231689,1401.3915335405914,287.25328931121965,780.4211727840963,2236.867590716066
8,150,2,1017.5709658607584,1356.42502592672,293.65172714754635,722.8093921202951,2030.441811873353
9,150,2,1030.6259431069586,1406.9137850700952,289.1657691083347,821.2330178167009,2086.910948813481
10,150,2,1038.6458199060357,1485.3302524925384,295.6498902399067,887.4902390014133,2146.792883666599
11,150,2,1046.4950624283017,1510.243722775397,314.64559390378,924.4852314303216,2296.5572757614627
12,150,2,1057.6690155422464,1488.799443471151,264.6985115285853,879.906261714794,2160.847861932858
13,150,2,1088.8173992110055,1548.5711483987375,282.87816598088665,1000.0,2230.300379518842
14,150,2,1118.8183414157318,1522.0712246317062,299.17008860081125,948.678858375875,2211.4411332866284
15,150,2,1138.8683216877253,1532.041834557648,287.65058381776805,944.2704004863184,2311.8313370541696
16,150,2,1157.744541495203,1531.6101805783778,311.8302046967236,944.2755739841807,2160.8220052276783
17,150,2,1183.9274736612383,1573.9351112221116,283.85712319338387,1000.0,2244.367999680329
18,150,2,1203.0431776309742,1542.790668031003,326.7243707602478,757.1029842095617,2107.8840186175703
19,150,2,1234.1477465615724,1575.5982241047273,313.453699226304,984.1981693798125,2208.258549189912
20,150,2,1256.555029061292,1564.9080264430952,330.2465134367113,1000.0,2278.066942912756
21,150,2,1281.3645795207158,1622.8128405323605,329.8332959434027,942.8905134495348,2364.2009439034987
22,150,2,1308.7917853066915,1557.9771656529113,316.0386504742945,982.3796113061989,2241.229419720658
23,150,2,1348.8244303888414,1680.3665217062783,297.64064736905664,999.2396638842048,2381.495003965423
24,150,2,1379.7030641100546,1603.5300213022126,336.23166928669843,884.5972233886359,2284.025527641517
25,150,2,1422.1147736104317,1635.3671650363412,305.4845637072348,1000.0,2312.651537388252
26,150,2,1439.5165381929098,1677.2010252950954,313.9883622649764,970.2294009967027,2480.901335557168
27,150,2,1454.6706656821827,1676.928954379665,294.5850419631391,1000.0,2470.860784298357
28,150,2,1465.8917441576184,1688.9442398234667,312.8462656058961,1000.0,2409.677923335819
29,150,2,1496.5573021758298,1692.0542376208634,317.1457946714232,1000.0,2241.9487505445045
30,150,2,1507.336340520513,1759.7195151176816,307.8190713496927,963.3647818769841,2310.7709533424613
31,150,2,1511.4708760585922,1730.8420889478639,310.0577594381668,923.3167822250849,2454.0186753978705
32,150,2,1521.4812975965233,1705.712493887656,299.28301945663367,895.7506176860508,2503.0575429785913
33,150,2,1540.5950256806236,1692.7985495300459,323.40351596150634,1000.0,2296.7874925111705
34,150,2,1546.5229658619728,1784.8512199232425,310.97443278595614,1000.0,2377.234324019181
35,150,2,1540.1878165701157,1718.2539575461185,325.91701203470654,1000.0,2693.9407071565442
36,150,2,1524.7466779261194,1741.636567408077,314.26444198313743,1000.0,2388.32114448002
37,150,2,1508.5496034907976,1765.1074414757916,311.33724995074033,1000.0,2308.7966033544712
38,150,2,1505.670577197682,1791.3544436049663,292.0114572589976,1000.0,2383.3364913456885
39,150,2,1522.492008146857,1825.3696731762177,271.3123842369695,1061.1316307594989,2536.0850785957477
40,150,2,1547.1704982768733,1753.972852461581,353.12448515208064,1037.2414146677424,2586.2950074107225
41,150,2,1570.0172848490647,1769.4157348179313,334.2535471001957,1007.8543103039472,2339.192488880812
42,150,2,1574.555863257016,1765.8800778420525,325.729709668033,1000.0,2439.1224198792356
43,150,2,1576.8803829617268,1796.8438177306139,326.6112825288748,988.9628354384604,2517.3273409172944
44,150,2,1604.0517201025013,1816.765264903272,323.14454612526544,1121.6564081206438,2679.999195619277
45,150,2,1639.5177161530632,1759.3104095505462,368.0525292299623,1000.0,2396.9049716437708
46,150,2,1669.2469412734738,1798.4472514672439,347.3603706516099,994.8263236314169,2564.051545255976
47,150,2,1695.240155375346,1776.6293699932285,317.19604219231263,993.8603923383517,2519.8193192712974
48,150,2,1721.9636843207159,1837.166601323617,283.92218916305404,922.3508981759361,2333.251751005151
49,150,2,1754.3064203225115,1791.6528015197969,300.90371569795644,981.1694351155924,2385.3592120797507
50,150,2,1775.6437905607777,1803.1157736782366,303.15884224770605,1013.1166575909035,2563.4090183535636
51,150,2,1789.948584665103,1775.059545418727,336.22030461154174,1011.1421404207078,2433.002366248764
52,150,2,1788.4457396320213,1787.6492482095102,313.3630142885171,1124.2401625924324,2381.223758876565
53,150,2,1795.8591218434196,1759.1530501801878,355.1970662043787,924.9639577880463,2662.965637232235
54,150,2,1798.7261765338637,1869.6648394447232,280.6327068889622,1073.1739648186615,2787.2817449928184
55,150,2,1797.9975156850685,1849.5770422754433,326.44180097656647,978.9488085535191,2578.672218171124
56,150,2,1788.343020124717,1792.232884911667,322.50974609357667,1060.8105839373077,2417.920053121244
57,150,2,1801.2439583566604,1846.922367379209,276.2292718381904,1034.6481202244863,2355.52935497461
