date;open;high;low;close;volume
2011-06-06;49628.4;49659.03;49383.29;49396.61;90706455
2011-06-07;49570.84;49841.18;49546.18;49747.78;92323849
2011-06-08;49630.63;49693.72;49411.88;49555.71;97796777
2011-06-09;49216.54;49476.12;49147.77;49378.82;123498051
2011-06-10;49386.82;49399.9;49019.74;49077.61;72715291
2011-06-13;49070.32;49209.87;49023.57;49121.13;59799385
2011-06-14;49235.67;49481.52;49235.67;49481.52;65416805
2011-06-15;49426.17;49463.23;49164.85;49258.23;95915075
2011-06-16;49077.7;49177.3;48993.16;49129.21;84799906
2011-06-17;49122.72;49353.4;49033.83;49353.4;95001653
2011-06-20;49130.97;49169.81;48800.36;48800.36;62224171
2011-06-21;49054.07;49103.06;48639.63;48863.88;61342486
2011-06-22;48837.12;48837.12;48485.26;48485.26;98272470
2011-06-24;48496.46;48624.46;48195.88;48394.02;93835666
2011-06-27;48236.15;48256.47;47575.55;48010.43;82681730
2011-06-28;47943.15;48035.95;47732.45;47976.14;77851609
2011-06-29;48193.47;48469.65;48188.91;48469.49;70923628
2011-06-30;48586.4;48744.76;48244.46;48414.36;93007648
2011-07-01;48465.55;48551.19;48246.41;48551.19;56697654
2011-07-04;48755.51;48809.29;48481.82;48481.82;71421414
2011-07-05;48636.4;48688.85;48499.2;48581.57;55835894
2011-07-06;48595.41;48604.69;48125.16;48200.74;129190153
2011-07-07;48414.58;49057.05;48349.25;49057.05;69837576
2011-07-08;49079.69;49093.63;48509.48;48700.58;92773680
2011-07-11;48561.93;48577.99;47920.64;47922.1;61465650
2011-07-12;47501.15;47796.32;47138.45;47695.46;98845580
2011-07-13;47782.78;48103.73;47769.98;48103.73;78478909
2011-07-14;47942;47994.22;47680.14;47768.38;47634209
2011-07-15;47705.03;47785.85;47526.98;47785.85;55036077
2011-07-18;47488.46;47516.96;46685.51;46740.32;72846737
2011-07-19;46811.05;47020.74;46651.79;46651.79;105046016
2011-07-20;47021.33;47086.94;46781.51;46811.06;80395171
2011-07-21;46946.05;47291.31;46355.11;47291.31;86959624
2011-07-22;47405;47501.78;47193.48;47501.78;54935871
2011-07-25;47243.56;47354.74;47137.92;47353.37;64921290
2011-07-26;47415.33;47430.35;46990.04;47185.61;57885762
2011-07-27;47151.33;47151.33;46555.02;46722.09;70778031
2011-07-28;46397.34;47071.4;46345.68;47071.4;74835583
2011-07-29;46748.15;47152.63;46482.98;47152.63;89502229
2011-08-01;47389.29;47508.78;46820.93;46820.93;68892294
2011-08-02;46715.75;46747.82;46119.32;46234.21;115326719
2011-08-03;45656.81;45789.29;44162;44536.67;111411687
2011-08-04;44612.45;44701.16;42456.29;42828.22;154718074
2011-08-05;40758.42;42633.84;40758.42;42011.33;176880721
2011-08-08;41129.59;42147.3;40113.15;40535.21;157377368
2011-08-09;40783.49;40874.36;38281.4;39028.04;304169304
2011-08-10;39848.75;40099.6;36618.23;37368.93;213575765
2011-08-11;37743.24;38934.71;36252.38;38934.71;206450712
2011-08-12;39199.62;40104.31;38729.6;39910.95;247364268
2011-08-16;40298.41;40883.9;39731.06;40883.9;150332850
2011-08-17;40502.02;41326.92;40473.48;41125.87;154614365
2011-08-18;40677.16;40718.96;37695.93;38697.56;214962113
2011-08-19;37898.66;39411.21;37309.72;38749.61;137484649
2011-08-22;38656.29;39581.9;38656.29;39549.67;106546248
2011-08-23;39490.18;40116.82;39163.84;39556.82;119160890
2011-08-24;39701.88;39918.72;39101.42;39588.91;54763480
2011-08-25;40002.54;40060.38;39258.73;39715.27;73644886
2011-08-26;39574.57;39798.16;39080.04;39774;63953831
2011-08-29;40040.7;40758.26;39884.17;40715.85;60860162
2011-08-30;40980.67;41300.1;40885.46;41300.1;111764223
2011-08-31;41430.21;42222.91;41398.22;42222.38;154818762
2011-09-01;41971.5;41981.41;41102.35;41553.09;158025923
2011-09-02;41243.93;41287.07;40173.51;40544.28;119388463
2011-09-05;39729.4;39862.32;38992.56;38992.56;107808480
2011-09-06;39135.31;39727.71;38805.35;39189.1;125709124
2011-09-07;39733.64;40418.3;39695.48;40418.3;84212969
2011-09-08;40442.9;40732.76;40001.76;40405.17;117787166
2011-09-09;40190.27;40253.71;38708.57;38708.57;88364971
2011-09-12;37969.75;37969.75;37051.55;37437.36;152938899
2011-09-13;37963.5;38081.49;37120.14;37735.42;120273982
2011-09-14;37438.64;38144.62;37438.64;37881.76;116739076
2011-09-15;38026.64;39357.2;38015.79;38945;155988340
2011-09-16;39249.19;39453.25;39134.11;39254.5;208299276
2011-09-19;38683.97;38814.91;38103.18;38740.68;131285019
2011-09-20;38419.8;39416.66;38325.16;39177.62;127755049
2011-09-21;39387.26;39564.47;39061.39;39225.39;149559335
2011-09-22;38305.23;38372.63;36851.2;36851.2;187661100
2011-09-23;36801.46;36801.46;35348.98;36549.47;206089877
2011-09-26;35921.43;37372.02;35761.42;36765.94;144861551
2011-09-27;37747.72;38076.35;37697.2;37998.03;102220263
2011-09-28;37826.56;38404.69;37822.94;38026.53;98741335
2011-09-29;37913.28;38679.64;37864.06;38264.32;134101747
2011-09-30;38474.72;38498.97;37630.83;38268.75;119500630
2011-10-03;37377.43;37734.87;37219.02;37620.12;80204146
2011-10-04;37298.1;37298.1;36224.64;36744.86;166226307
2011-10-05;37193.19;37496.93;36994.08;37496.93;79740782
2011-10-06;37733.43;38245.87;37504.69;37915.03;112458693
2011-10-07;38062.71;38401.34;37851.81;38174.89;169765672
2011-10-10;38490.02;39291.95;38244.53;39291.95;180591102
2011-10-11;39422.96;39530.12;39066.34;39316.43;154432678
2011-10-12;39427.94;40182.11;39122.09;40182.11;217617465
2011-10-13;40102.29;40407.67;39579.52;39608.13;235925334
2011-10-14;39794.06;40228.4;39412.06;40026.63;111627322
2011-10-17;40345.01;40576.77;39534.62;39825.64;194655060
2011-10-18;39372.77;39837.96;39188.48;39837.96;100006085
2011-10-19;39999.91;40123.09;39645.32;39969.82;97032938
2011-10-20;39518.48;39583.98;38835.92;38835.92;93068254
2011-10-21;39044.55;40055.41;39019.79;40054.41;102341979
2011-10-24;40412.88;41095.76;40288.44;41050.11;283480471
2011-10-25;40986.95;41342.41;40329.77;40702.26;193238829
2011-10-26;40617.38;40966.63;40406.04;40577.52;117920784
2011-10-27;41466.95;41901.23;41293.63;41708.88;181181796
2011-10-28;41810.11;41943.65;41417.24;41686.02;161861410
2011-10-31;41446.23;41446.23;41160.66;41160.66;171795791
2011-11-02;40141.39;40969.6;40083.42;40747.38;225715546
2011-11-03;40396.22;41669.89;40396.22;41313.92;139597977
2011-11-04;41559.73;41559.73;40668.38;40909.81;144196363
2011-11-07;40731.06;41433.7;40439.76;41135.19;110625181
2011-11-08;41178.04;41619.39;41160.72;41350.11;143361463
2011-11-09;41617.52;41651.6;40079.34;40241.19;247607464
2011-11-10;39831.87;40265.84;39540.71;39853.18;176207058
2011-11-14;40776.28;40865.03;40091.4;40235;142446381
2011-11-15;40249.93;40362.16;39541.29;40042.74;121694395
2011-11-16;39767.91;40364.29;39699.81;40364.29;87538668
2011-11-17;40099.04;40232.91;39571.74;39797.19;108031445
2011-11-18;39616.96;39898.09;39106.23;39106.23;89534180
2011-11-21;38970.81;38970.81;37958.56;38119.53;149234811
2011-11-22;38298.57;38623.34;38118.76;38118.76;152162973
2011-11-23;37843.39;38017.02;37349.76;37466.98;187540202
2011-11-24;37565.94;37673.15;36971;37607.27;293615645
2011-11-25;37400.27;37776.82;37107.93;37601.56;117774361
2011-11-28;37960.11;38430.23;37960.11;38361.03;141669837
2011-11-29;38281.42;38413.95;37956.82;37956.82;131866107
2011-11-30;37810.81;39502.02;37708.25;39502.02;202431223
2011-12-01;39414.26;39491.35;39123.58;39215.21;143929667
2011-12-02;39582.6;39686.75;39028.98;39144.14;138183477
2011-12-05;39409.36;39780.13;39275.69;39621.6;78063109
2011-12-06;39367.02;39547.96;38854.82;38878.79;120447398
2011-12-07;39113.38;39169.83;38628.28;39051.93;96601477
2011-12-08;39236.79;39304.24;38327.34;38474.28;214098081
2011-12-09;38019.9;38694.54;37942.32;38637.17;132654012
2011-12-12;38518.04;38556.4;37745.08;37908.42;108843455
2011-12-13;37936.51;38400.12;37692.74;38021.08;146285767
2011-12-14;38046.57;38308.7;37734.86;37813.82;108754668
2011-12-15;37992.87;38096.9;37486.94;37637.47;106515724
2011-12-16;37824.25;37841.45;36964.61;37001.49;115249865
2011-12-19;36966.63;37394.48;36539.93;36720.77;83189783
2011-12-20;36627;37333.7;36565.73;37148.86;82654026
2011-12-21;37407.83;37623.59;37130.67;37574.56;147462351
2011-12-22;37457.91;37608.96;37345.93;37478.7;75436529
2011-12-23;37559.33;37788.74;37486.09;37788.65;75635573
2011-12-27;37798.53;37836.46;37653.56;37836.46;106993846
2011-12-28;37635.78;37756.71;37496.73;37552.9;61705218
2011-12-29;37630.42;37814.52;37303.01;37814.52;58542362
2011-12-30;37834.38;37850.42;37513.47;37595.44;76881210
2012-01-02;37716.67;38355.17;37663.21;38318.26;100416921
2012-01-03;38453.36;38482.91;38214.11;38463.72;287792933
2012-01-04;38404.34;38428.19;37863.95;38183.09;147601584
2012-01-05;38144.84;38144.84;37452.95;37739.39;102566476
2012-01-09;37816.69;37816.69;37329.42;37341.29;100398101
2012-01-10;37506.87;37909.36;37433.64;37608.68;99712980
2012-01-11;37787.79;37854.06;37390.19;37516.2;94746435
2012-01-12;37559.46;38199.66;37522.44;38062.87;117383755
2012-01-13;38283.28;38413.19;37723.97;37991.91;177815188
2012-01-16;37804.17;38237.73;37762.47;38225.95;125198473
2012-01-17;38596.52;39030.72;38587.86;38726.6;148854408
2012-01-18;38995.15;39088.55;38709.67;39056.43;134668856
2012-01-19;39252.78;39288.13;38774.59;39288.13;167852756
2012-01-20;39264.06;39518.87;39145.72;39518.87;102920022
2012-01-23;39530.33;39740.98;39451.96;39660.19;110186179
2012-01-24;39674.49;39707.26;39427.19;39606.62;129770444
2012-01-25;39791.2;39824.77;39377.82;39542.67;109738934
2012-01-26;39732.28;40679.68;39659.17;40392.48;188406511
2012-01-27;40447.68;40784;40396.7;40467.92;116417595
2012-01-30;40388.46;40600.3;40155.74;40600.3;649113947
2012-01-31;40724.61;41236.15;40712.13;40927.75;561710675
2012-02-01;41027.36;41516.39;41002.72;41438.43;259452227
2012-02-02;41661.54;41696.37;41353.09;41602.24;204474018
2012-02-03;41584.86;41979.59;41476.16;41732.3;252458516
2012-02-06;41729.48;42083.93;41605.59;42083.93;242526922
2012-02-07;42148.06;42269.46;41663.82;41912.98;198053424
2012-02-08;42089.21;42194.02;41913.15;42044.47;198417788
2012-02-09;42229.01;42309.72;41625.66;41792.46;178149273
2012-02-10;41666.93;41679.6;41181.13;41219.43;159328011
2012-02-13;41496.6;41613.68;41412.59;41581.98;133451130
2012-02-14;41604.47;41818.34;41386.33;41423.51;117027582
2012-02-15;41743.26;41801.9;41511.6;41616.3;137391971
2012-02-16;41429.68;41724.25;41307.89;41430.3;135884822
2012-02-17;41871.2;42161.4;41793.25;42161.4;196229004
2012-02-20;42318.87;42438.54;42047.36;42047.36;140146591
2012-02-21;42271.54;42290.07;41894.75;42070.07;116807478
2012-02-22;42163.74;42163.74;41485.65;41669.41;140194042
2012-02-23;41460.1;41771.58;41258.14;41258.14;215913017
2012-02-24;41482.9;41653.4;41412.94;41499.43;168257787
2012-02-27;41503.39;41503.39;41132.71;41464.05;187365849
2012-02-28;41617.4;41730.07;41459.87;41605.56;118843733
2012-02-29;41890.23;41919.92;41439.78;41560.55;153631703
2012-03-01;41285.02;41533.87;41199.39;41533.87;93815382
2012-03-02;41486.76;41693.54;41418.13;41639.72;134264328
2012-03-05;41444.68;41496.71;41013.27;41084.32;167210805
2012-03-06;41019.94;41034.42;40319.75;40479.75;126614237
2012-03-07;40357.46;40791.3;40273.28;40791.3;118986876
2012-03-08;40839.95;41337.97;40770.43;41337.97;187088369
2012-03-09;41432.55;41511.29;41194.16;41236.46;98397010
2012-03-12;41283.57;41416.25;41113.3;41297.09;109133808
2012-03-13;41408.44;41492.71;41235.61;41460.75;154935777
2012-03-14;41820.95;42136.5;41758.44;42068.69;155330619
2012-03-15;42077.28;42281.33;42006.18;42281.33;97404259
2012-03-16;42256.13;42400.46;42154.07;42209.33;188130401
2012-03-19;42189.62;42189.62;41893.99;41963.41;98972114
2012-03-20;41975.85;41987.64;41562.63;41586.01;145526357
2012-03-21;41654.81;41829.56;41405.52;41529.19;147687749
2012-03-22;41497.62;41497.62;40674.53;40834.43;221245571
2012-03-23;40887.05;41209.99;40624.02;41209.99;125020944
2012-03-26;41192.56;41550.87;41039.71;41526.42;62962244
2012-03-27;41872.31;41985.97;41695.93;41833.54;108648234
2012-03-28;41701.54;41899.81;41487.02;41608.37;69124498
2012-03-29;41376.74;41395.31;40970.62;41028.06;107336859
2012-03-30;41269.15;41368.84;41069.32;41267.16;83036096
2012-04-02;41285.62;41488.9;41072.78;41488.9;93965059
2012-04-03;41601.66;41678.83;41465.6;41465.6;71401209
2012-04-04;41291.96;41304.03;40754.08;40754.08;107722587
2012-04-05;40866.18;40939.67;40484.84;40802.41;68330418
2012-04-10;40666.38;40756.76;40216.96;40216.96;68269881
2012-04-11;40207.21;40615.42;39961.92;40562.55;108603222
2012-04-12;40678.73;41053.82;40549.22;41053.82;122144973
2012-04-13;41066.36;41066.36;40668.71;40668.71;98693702
2012-04-16;40570.17;40740.11;40516.77;40604.91;85344508
2012-04-17;40604.63;40933.88;40534.62;40872.89;81791324
2012-04-18;40936.6;40939.47;40515.88;40526.8;87561143
2012-04-19;40599.74;40754.69;40263.96;40354.53;189823718
2012-04-20;40297.16;40391.75;39965.81;40141.26;78333300
2012-04-23;39960.85;39960.85;39024.91;39085.95;171088439
2012-04-24;39203.92;39324.16;38908.58;39305.37;116865691
2012-04-25;39354.79;39752.06;39315.62;39422.94;115869467
2012-04-26;39653.39;39816.44;39523.13;39761.78;94700296
2012-04-27;39671.05;40248.63;39577.36;40248.63;69318472
2012-04-30;40304.34;40310.69;40113.3;40273.65;55156737
2012-05-02;40396.67;40434.21;39971.26;40114.73;39906135
2012-05-04;40065.5;40125.12;39800.18;39888;76594701
2012-05-07;39399.63;39910.14;39346.5;39910.14;61508221
2012-05-08;39792.64;39833.73;39268.41;39268.41;111597601
2012-05-09;39379.73;39450.06;38970.95;39175.83;84500473
2012-05-10;39362.35;39424.43;39175.56;39404.16;98004837
2012-05-11;39229.36;39278.24;38949.16;39278.24;107405455
2012-05-14;39092.87;39092.87;38343.26;38500.68;107653167
2012-05-15;38571.37;38599.68;38092.58;38157.26;89674850
2012-05-16;37856.81;38262.26;37453.05;38215.23;194322674
2012-05-17;38128.3;38190.36;37228.88;37228.88;121278884
2012-05-18;36820.19;37403.3;36820.19;37255.68;120264273
2012-05-21;37490.34;37883.56;37481.75;37790.45;74439231
2012-05-22;37941.24;38010.69;37675.9;37887.74;68917401
2012-05-23;37631.28;37631.28;36934.93;36934.93;111461008
2012-05-24;37136.96;37158.45;36483.38;36852.75;113072668
2012-05-25;37006.15;37231.46;36629.41;36860.67;64095445
2012-05-28;37100;37224.26;37027.91;37178.24;54191587
2012-05-29;37198.31;37662.66;37000.92;37662.66;59359814
2012-05-30;37478.82;37513.28;37134.11;37348.22;78356841
2012-05-31;37296.96;37793.58;37228.77;37793.58;213034067
2012-06-01;37675.74;37769.69;37049.14;37312.07;117169176
2012-06-04;37209.6;37429.18;37029.04;37287.97;202916032
2012-06-05;37333.87;37354.15;36653.28;36653.28;129486972
2012-06-06;36881.89;37707.25;36881.89;37707.25;91998302
2012-06-08;37552.38;38527.19;37463.77;38526.59;94130619
2012-06-11;38754.03;38912.51;38696.34;38748.15;85527604
2012-06-12;38711.15;39461.65;38711.15;39417.95;116715798
2012-06-13;39461.33;39660.93;39249.91;39337.9;61838672
2012-06-14;39348.63;39423.14;39188.59;39286.64;61974657
2012-06-15;39393.83;39905.78;39393.83;39738.57;171434558
2012-06-18;40122;40226.12;39611.85;39724.59;79755443
2012-06-19;39840.63;40632.72;39840.63;40632.72;131490377
2012-06-20;40560.54;40687.59;40445.43;40511.78;112770459
2012-06-21;40314.86;40416;40105.5;40207.61;131550810
2012-06-22;39898.82;40219.56;39845;40187.43;76432855
2012-06-25;40025.63;40025.63;39728.44;39728.44;47030991
2012-06-26;39917.85;40429.48;39875.1;40349.79;70713093
2012-06-27;40416.27;40710.21;40301.11;40710.03;79442812
2012-06-28;40739.17;40750.48;40081.71;40165.34;91798810
2012-06-29;40694.64;40810.88;40450.39;40810.88;93538771
2012-07-02;40795.17;40884.11;40519.43;40585.86;93581945
2012-07-03;40695.12;40877.45;40606.29;40788.16;114308987
2012-07-04;40776.57;40776.57;40511.72;40635.55;151776912
2012-07-05;40758.83;41217.07;40696.01;41013.96;135383947
2012-07-06;41048.12;41121;40569.75;40792.66;72948733
2012-07-09;40661.98;40733.8;40274.73;40354.74;72274457
2012-07-10;40400.27;40464.64;40161.93;40356.05;86403580
2012-07-11;40280.25;40336.27;39860.06;39983.4;108372372
2012-07-12;39780.61;39995.19;39714.42;39778.1;115477319
2012-07-13;39966.16;40331.45;39931.5;40301.29;89796620
2012-07-16;40338.82;40338.82;40090.11;40277.84;77959821
2012-07-17;40299.59;40481.15;40212.85;40426.42;121637693
2012-07-18;40404.09;40437.82;40066.82;40370.59;117492523
2012-07-19;40485.12;40545.64;40189.58;40545.64;105159811
2012-07-20;40469.18;40503.79;40085.35;40148.15;163068566
2012-07-23;39702.1;39736.63;38930.64;38982.82;97898535
2012-07-24;39038;39201.54;38810.22;39201.16;76034555
2012-07-25;39040.31;39519.8;38992.72;39245.74;101300355
2012-07-26;39330.83;39714.86;39133.44;39213.05;81650393
2012-07-27;39696.74;39952.92;39584.89;39935.82;79663448
2012-07-30;40003.99;40266.73;39836.16;40266.73;57809963
2012-07-31;40175.4;40282.26;39922.83;40163.91;120910421
2012-08-01;40102.8;40167.27;39944.41;40153.87;65806042
2012-08-02;40113.29;40386.91;39792.44;39876.95;72946526
2012-08-03;39936.25;40668.01;39936.25;40594.36;51856395
2012-08-06;40682.4;41170.5;40646;41170.5;45491928
2012-08-07;41149.04;41303.01;40983.48;41224.77;81954897
2012-08-08;41121.59;41254;40998.59;41254;55667858
2012-08-09;41443.48;42009.67;41271.62;41976.63;72084369
2012-08-10;41798.16;42050.7;41711.12;41878.23;56864427
2012-08-13;41755.38;42209.9;41687.06;41891.37;48995508
2012-08-14;42108.84;42184.91;41914.08;41997.92;48282302
2012-08-16;42162.67;42446.64;42122.39;42408.41;76947659
2012-08-17;42429.96;42521.16;41929.15;41940.79;53140225
2012-08-20;41957.86;42051.36;41741.47;41759.28;59117122
2012-08-21;41995.39;42242.97;41995.39;42095.04;69204764
2012-08-22;42004.85;42062.85;41754.72;41846.28;252827605
2012-08-23;42013.65;42025.71;41638.93;41795.63;64172689
2012-08-24;41766.67;41913.1;41606.4;41852.69;51787507
2012-08-27;41797.03;41979.3;41680.34;41738.76;52297420
2012-08-28;41735.76;41780.79;41579.47;41600.89;53852621
2012-08-29;41628.09;41653.62;41246.23;41246.4;73798857
2012-08-30;41234.08;41322.65;41016.98;41077.44;92099566
2012-08-31;41180.1;41640.12;41174.77;41573.57;97984319
2012-09-03;41629.19;41928.25;41607.33;41731.43;71636831
2012-09-04;41709.82;41762.08;41420.68;41461.34;46031948
2012-09-05;41484.6;41700.8;41394.2;41627.2;51926662
2012-09-06;41723.09;42166.25;41712.08;42134.93;73352925
2012-09-07;42194.1;42616.64;42194.1;42503.57;89141934
2012-09-10;42543.6;42794.99;42543.6;42764.19;64996765
2012-09-11;42639.32;43010.58;42525.49;43010.58;84572638
2012-09-12;43097.2;43171.85;42850.25;42982.12;66714054
2012-09-13;42943.13;43047.41;42756.67;43047.41;67697269
2012-09-14;43866.28;44140.45;43730.02;44089.49;137627313
2012-09-17;43986.27;44146.54;43852.41;43896.55;53923298
2012-09-18;43843.65;43967.58;43640.49;43967.58;116027015
2012-09-19;44041.59;44217.32;43919.37;44173.5;164488678
2012-09-20;43919.03;43926.62;43573.87;43737.02;122077037
2012-09-21;43812.18;43904.85;43618.62;43701.32;168711783
2012-09-24;43680.02;43680.02;43388.55;43526.41;107098816
2012-09-25;43563.41;43822.59;43521.18;43822.42;149408477
2012-09-26;43443.61;43462.28;43293.99;43462.14;113904463
2012-09-27;43521.92;43763.3;43432.43;43763.3;153556041
2012-09-28;43817.67;43872.45;43545.62;43739.81;160537183
2012-10-01;43631.67;44183.21;43544.47;44183.21;152636835
2012-10-02;44144.2;44439.52;44127.61;44232.06;201338086
2012-10-03;44231.61;44353.52;43978.64;44096.24;140773880
2012-10-04;44228.82;44273.07;43840.23;43840.23;108500218
2012-10-05;43941.75;44524.65;43918.02;44524.65;180369080
2012-10-08;44380.07;44445.19;44259.78;44376.95;209777999
2012-10-09;44378.72;44432.95;44010.42;44026.54;196979516
2012-10-10;43966.78;44234.24;43809.05;44234.24;165282530
2012-10-11;44149.23;44339.24;44099.08;44224.67;138686044
2012-10-12;44145.21;44201.37;43913.55;43988.28;131011657
2012-10-15;43938.68;44088.48;43859.71;44050.69;175052103
2012-10-16;44272.3;44446.91;44231.6;44441.19;208796126
2012-10-17;44435.3;44461;44091.86;44353.53;226496091
2012-10-18;44451.92;44617.35;44261.03;44550.12;271758039
2012-10-19;44528.63;44529.21;43759.43;43759.43;196073479
2012-10-22;43810.2;43949.16;43653.53;43728.91;170694495
2012-10-23;43738.39;43738.39;43133.41;43145.55;225041641
2012-10-24;43236.12;43324.89;43042.9;43305.06;91064715
2012-10-25;43379.85;43457.81;43212.88;43374.6;133053093
2012-10-26;43164.58;43329.82;43005.98;43264.17;70123311
2012-10-29;43166.61;43241.3;43103.08;43177.45;99681678
2012-10-30;43173.32;43335.86;43173.32;43240.07;113322223
2012-10-31;43261.65;43521.23;43150.76;43232.44;71884211
2012-11-02;43408.53;43581.92;43194.47;43581.92;102441074
2012-11-05;43347.73;43604.22;43286.82;43567.6;87704120
2012-11-06;43602.78;43654.46;43497.59;43600.51;126008597
2012-11-07;43645.48;43719.96;43248.36;43304.29;111491737
2012-11-08;43275.15;43429.42;43132.64;43429.42;65938667
2012-11-09;43334.43;43356.65;42930.77;43210.47;86885662
2012-11-12;43150.53;43472.37;43150.53;43368.99;69580908
2012-11-13;43358.38;43610.01;43215.7;43610.01;78487133
2012-11-14;43636.99;44001.21;43574.93;43825.87;160333193
2012-11-15;43725.47;43973.29;43646.91;43845.94;139689201
2012-11-16;43867.41;44007.79;43772.6;43772.6;182187981
2012-11-19;43938.05;44389.12;43937.39;44369.05;100995743
2012-11-20;44381.83;44442.08;44191.33;44438.93;75859702
2012-11-21;44412.16;44439.35;44132.56;44218.33;99009828
2012-11-22;44231.51;44313.51;44121.53;44121.53;72335265
2012-11-23;44225.28;44436.63;44031.09;44436.63;55110220
2012-11-26;44504.6;44702.93;44346.31;44602.83;95746196
2012-11-27;44832.22;44871.02;44598.56;44655.24;88384282
2012-11-28;44615.66;44694.26;44419.92;44605.42;99954426
2012-11-29;44797.49;44965.45;44787.8;44787.84;78874639
2012-11-30;44832.16;45014.74;44700.54;45014.74;98652889
2012-12-03;44985.99;45373.14;44971.25;45293.43;79191876
2012-12-04;45276.48;45619.76;45248.71;45565.81;86826143
2012-12-05;45797.18;45924.13;45588.4;45772.59;92290380
2012-12-06;45880.88;46019.97;45687.12;46019.97;159356593
2012-12-07;46016.77;46016.77;45538.45;45538.45;121640478
2012-12-10;45547.98;45895.21;45503.39;45892.07;75838243
2012-12-11;45947.02;46517.46;45932.09;46517.46;117058149
2012-12-12;46633.26;46726.42;46390.48;46717.72;137870157
2012-12-13;46758.7;46781.83;46442.34;46653.84;52841812
2012-12-14;46669.51;46912.94;46583.25;46912.94;87074291
2012-12-17;46886.86;47089.1;46769.13;47089.1;119974058
2012-12-18;47229.02;47457.43;47173.99;47457.43;97301859
2012-12-19;47494.07;47920.75;47494.07;47920.75;209314861
2012-12-20;47707.98;47896.95;47609.86;47701.82;149351723
2012-12-21;47478.43;47556.27;47075.12;47479.87;158318768
2012-12-27;47473.85;47836.22;47416.53;47673.03;104292852
2012-12-28;47882.96;47941.82;47421.61;47460.59;137158048
2013-01-02;47961.62;48170.04;47938.03;48107.89;74847008
2013-01-03;48022.76;48222.72;47912.05;48222.72;160819630
2013-01-04;48060.35;48125.9;47762.85;47888.16;139704360
2013-01-07;47902.07;47922.79;47506.14;47589.33;75419175
2013-01-08;47496.09;47782.34;47221.15;47379.63;84045225
2013-01-09;47401.25;47476.33;47183.42;47407.28;74749320
2013-01-10;47497.99;47724.25;47247.09;47546.91;82729938
2013-01-11;47597.77;47611.17;47332.4;47440.8;133723878
2013-01-14;47611.81;47741.62;47418.65;47470.12;86581991
2013-01-15;47352.19;47373.32;46974.08;47086.54;284570136
2013-01-16;46948.87;47521.39;46862.55;47521.39;157604698
2013-01-17;47525.68;47874.01;47438.13;47661.37;109384117
2013-01-18;47921.35;47932.2;47684.79;47813.69;112332931
2013-01-21;47807.12;47945.29;47739.79;47936.61;62864201
2013-01-22;48048.69;48089.11;47703.12;47872.8;64864533
2013-01-23;47693.64;47922.81;47618.34;47733.24;134654398
2013-01-24;47769.01;47942.04;47619.83;47942.04;99215546
2013-01-25;47994.64;48005.97;47449.45;47613.95;293977595
2013-01-28;47529.91;47567.85;47169.6;47324.06;295839625
2013-01-29;47355.3;47355.3;47071.84;47328.4;95191290
2013-01-30;47031.12;47359.55;46847.89;46917.19;88602648
2013-01-31;46936.79;46970.11;46697.05;46840.15;217764143
2013-02-01;46937.6;47050.06;46851.16;46945.58;156488093
2013-02-04;47197.86;47296.06;46556.55;46556.55;76018568
