gen,nevals,restart,avg,std,min,max
0,300,10,1084.767414840466,205.34384714351836,592.5636091337221,1949.8934798613486
1,161,10,1384.467625324174,270.1660770690899,589.4935283876479,2318.89011831523
2,182,10,1592.0868703101632,338.85095411621097,686.2639725124939,2500.5985361023686
3,182,10,1795.6948579960713,404.36245152891763,909.8273907223801,2605.979978941905
4,180,10,2264.0039856412172,307.82785713362506,1064.4824575258463,2979.9416201075146
5,182,10,2471.8969020787276,293.59856092178364,1015.1475548379217,2979.9416201075146
6,171,10,2687.8282150567948,300.5684714700762,1580.7303317359826,3242.3343243477957
7,177,10,2901.597052795693,286.4168410899993,1621.0627716621962,3242.3343243477957
8,168,10,3068.3002431017594,318.8159866192493,1706.6238837060005,3331.612005406083
9,178,10,3114.27117540253,356.0657954010615,1736.8430575952648,3331.612005406083
10,188,10,3156.7828233615714,379.4527517385864,1732.6556825579642,3331.612005406083
11,188,10,3150.699437651387,386.3475416255763,1696.4376202474778,3331.612005406083
12,175,10,3125.805302123137,446.41438220708073,1408.6327284470403,3331.612005406083
13,187,10,3183.194595370638,364.91675414937686,1773.8030255731298,3331.612005406083
14,187,10,3151.987129255395,377.55363071997743,1787.1673765389253,3331.612005406083
15,171,10,3165.2249565107963,393.55075122149566,1777.652798224924,3331.612005406083
16,173,10,3128.0947090456566,386.740397797356,1849.0422495896719,3331.612005406083
17,184,10,3116.8436479026086,424.9813920900162,1762.5901395114774,3331.612005406083
18,178,10,3169.259782968925,367.90523066837466,1544.2701571910889,3331.612005406083
19,187,10,3154.9746030442184,399.4164294367498,1717.699649911866,3331.612005406083
20,167,10,3202.9500455928883,326.5323618244876,1653.29721740031,3391.6537269959995
21,178,10,3145.7334609277273,384.09117083892744,1702.9544738302066,3391.6537269959995
22,175,10,3125.9124190336083,439.7142605722776,1452.2628828541094,3391.6537269959995
23,162,10,3207.3961315521474,429.8078257560541,1412.7398460640575,3391.6537269959995
24,182,10,3221.007982948427,379.1860606926431,1663.801198248099,3391.6537269959995
25,183,10,3230.9548864648877,379.25612913084024,1695.6446130462195,3391.6537269959995
26,174,10,3185.3893885110747,422.2509619135953,1817.4398612571765,3391.6537269959995
27,176,10,3182.61081096485,428.0362637828725,1606.1348779818177,3391.6537269959995
