gen,nevals,restart,sigma,avg,std,min,max
0,50,9,957.2819519821317,528.2948814787871,473.426225825002,0.8055259449564474,1446.536438772208
1,50,9,925.8341200988523,982.0870991779443,457.08036263072677,58.61603651964634,1982.4352177928854
2,50,9,905.2624467840991,1059.8726288930527,335.106614820207,158.20018058957714,2137.939106695949
3,50,9,890.5244821190536,1203.179146112281,418.60340964924166,657.1360822547003,2442.522935824856
4,50,9,879.815921970947,1431.8428984448851,468.39268899142127,719.3809021358157,2558.404050690845
5,50,9,872.0838925790728,1351.1303178929184,440.71366798440704,822.8885962384543,2147.6671618477467
6,50,9,870.1591961134254,1290.8148273021332,369.8328692803233,646.2602401710039,2142.2517403094553
7,50,9,870.946226307492,1394.241756932288,512.6357652059332,713.6065610476098,2775.7424093366576
8,50,9,873.1201945959676,1509.4582807066295,494.9797938493996,844.6957700405225,2596.210998609359
9,50,9,874.0668504319951,1550.673240499618,489.98401117402153,963.2790933431826,2586.132297994269
10,50,9,877.432791792774,1631.2431718681826,501.357151293282,749.5807752090731,2571.2011754931787
11,50,9,878.0711768791078,1738.4908284908702,566.2506274071447,749.5807752090731,2720.7963502619355
12,50,9,877.5947764104509,1662.8416785227105,572.552208338343,749.5807752090731,2673.832943060172
13,50,9,876.5805813250677,1717.869860611094,540.3898316247355,749.5807752090731,2782.707700904391
14,50,9,875.4833510820574,1721.1227474189277,499.48606519215673,749.5807752090731,2571.2011754931787
15,50,9,875.590068622245,1847.6944739262485,544.8638271581576,884.9192511804513,3120.472126144935
16,50,9,881.6969801875156,1909.5825143904697,493.8016389261062,1000.0,2726.284718830945
17,50,9,891.5930156891786,1680.7081401957819,571.2852906136732,836.764638418079,2713.805965921681
18,50,9,900.4143344196871,1752.4091782764265,601.1586366429469,884.9192511804513,2955.2977363894106
19,50,9,908.9937547578924,2075.4988254379937,535.766355284788,1000.0,2970.4630232761874
20,50,9,916.8009500825509,2103.448128330033,626.020875639727,963.2790933431826,4867.229256470348
21,50,9,923.1991807711032,2125.9988138622866,668.965216449028,1000.0,4062.3156219749503
22,50,9,929.0639003545103,2062.505063010004,639.7505287940693,866.0418631129262,4253.101273843002
23,50,9,934.4455795806272,2116.378072399288,582.1094598227813,1000.0,3439.2152816536927
24,50,9,937.3055968960217,2296.0001545035866,591.4108745051468,1000.0,4148.4633180538995
25,50,9,940.4808135967977,2224.7826628637417,701.0236458760611,884.9192511804513,4030.259306479458
26,50,9,938.9644720528104,2186.520486794339,641.1545978117636,963.2790933431826,3940.4247988388056
27,50,9,935.6839111169004,2207.665893439882,625.9587674314838,963.2790933431826,4384.654306113786
28,50,9,933.918626595737,2358.650079390496,814.5478952693119,963.2790933431826,4898.880674695109
29,50,9,934.073199558916,2336.3967165722843,694.9810201557474,884.9192511804513,4755.398677048745
30,50,9,936.8826238251511,2572.6166427140943,943.4923269577201,884.9192511804513,5472.4644960495025
31,50,9,940.5387002533511,2276.6027363014305,1086.2163171738737,749.5807752090731,5737.762948759406
32,50,9,949.4825223295916,2565.928022269739,991.349742028265,884.9192511804513,5661.5484277413625
33,50,9,956.1254526424559,2468.168150245954,976.1810247108808,749.5807752090731,4512.7879771422595
34,50,9,962.4642207595023,2701.5798374602105,1145.3875242206889,884.9192511804513,5323.565298911227
35,50,9,966.037365284261,2593.012775641907,1274.5550857303226,884.9192511804513,5976.193392410345
36,50,9,973.7982917386547,2419.04794727456,1133.811999213804,702.4129211253758,6204.03109232618
37,50,9,981.2487104266187,2217.1999243006303,1032.267242545065,749.5807752090731,4449.894765703835
38,50,9,991.3293467237105,2620.8747091155547,1093.3921404024525,866.0418631129262,5312.287082744651
39,50,9,996.4756459401516,2714.3452632478147,1118.4342467645474,884.9192511804513,5217.05103730238
40,50,9,1004.944361185704,2527.194462374201,1082.4302146992727,963.2790933431826,5235.656565326038
41,50,9,1013.347075752924,2555.6610197645064,937.1910498821061,1000.0,5325.485950831248
42,50,9,1022.9226658949643,2471.1703349523245,1148.9290563427812,753.4284456882662,5816.883948047906
43,50,9,1035.6997015265422,2353.32785665625,1016.3306306784555,749.5807752090731,4439.871351577152
44,50,9,1049.8183465120808,2654.983130383023,1199.4852374412344,749.5807752090731,4747.250607542605
45,50,9,1063.1913849978343,2496.337161955892,962.4762130975754,749.5807752090731,5460.257106949185
46,50,9,1069.7085066122306,2699.6434194992075,1077.485770465783,884.9192511804513,5597.702150973679
47,50,9,1073.8795351817462,2421.279451921075,997.1194363120403,787.1969925891073,4718.268951788365
48,50,9,1078.5278363976388,2488.4622293260873,912.1547969038802,884.9192511804513,4694.802676855893
49,50,9,1084.6394318711205,3226.5641996581817,1157.9527144519157,918.4429108595543,5302.851807914108
50,50,9,1092.2800190420971,2558.33869965635,1160.3365050424127,927.3682056928565,5338.057573060487
51,50,9,1100.3190413476689,2610.2799855846015,1160.7264630533382,884.9192511804513,6080.425989763123
52,50,9,1112.7039569102844,2473.0608647897834,1298.0329622190982,884.9192511804513,5929.204167505097
53,50,9,1116.6783095412518,2654.774076139686,1421.885743623046,884.9192511804513,6050.185037108603
54,50,9,1116.0705139024494,2703.3444634568878,1238.957908789124,963.2790933431826,6075.594103618062
55,50,9,1111.89449040982,3247.3887633566624,1143.1644742271878,963.2790933431826,6183.088576337029
56,50,9,1110.6940825082029,2582.73242114282,996.3376930168234,799.048305995048,4356.124692733599
57,50,9,1110.7689723075773,2946.079619214847,957.6004333992664,1000.0,4726.452303760674
58,50,9,1113.221811314124,2876.100004504079,1157.420362827541,845.5812887001916,6236.0222772278985
59,50,9,1114.5835795777919,2863.796416960258,1213.5370478092998,884.9192511804513,6211.369714283671
60,50,9,1114.8150338494659,2855.9133960287418,1348.4350335102038,884.9192511804513,5712.138817436621
61,50,9,1109.771879848008,2667.151051531661,1240.3306591069604,884.9192511804513,5438.6113266775765
62,50,9,1113.6665077312111,2829.86307300464,1166.5833738760546,1000.0,5881.2737524901695
63,50,9,1114.785648708028,2729.190710434395,1185.510307258916,842.6463449265748,5723.026556200595
64,50,9,1117.4358675898095,2839.4655494634276,1148.7453617039687,963.2790933431826,5532.277987933577
65,50,9,1120.4109003115955,2772.2035286315245,1347.6101446709004,819.5091086168285,6332.9663222878835
66,50,9,1121.5504073619115,2786.39392162108,1201.6430526231468,871.1675797890166,5596.140871926227
67,50,9,1125.1859383930598,2714.217603011524,1250.9610657696958,749.5807752090731,6294.303975378256
68,50,9,1129.0288152853882,2987.688705460674,1362.9896823223244,884.9192511804513,5953.58986562518
69,50,9,1131.0556611345155,3037.4545358836626,1343.743212387476,845.5812887001916,5950.237889416244
70,50,9,1128.4652797381827,2740.7953828525297,1248.1990749040813,884.9192511804513,5699.563394042631
71,50,9,1124.518972868238,3105.532563943668,1375.6937545114847,884.9192511804513,6069.822476124983
72,50,9,1119.3930087680124,2884.043420240344,1302.9327071378336,884.9192511804513,5596.140871926227
73,50,9,1121.1461455088559,3185.2913227612044,1332.6733754259524,921.7725213320076,6038.005221418406
74,50,9,1117.9426963378965,3073.349866039571,1271.3627557155642,884.9192511804513,5852.156771913965
75,50,9,1117.0711929937356,2956.239708077969,1156.8829405164106,963.2790933431826,5721.773085020645
76,50,9,1113.7042385103612,2988.68948042689,1445.0553401749255,789.413754477001,6292.527561806856
77,50,9,1114.2779699626883,3207.927838833237,1226.0314891380847,963.2790933431826,5353.401379261619
78,50,9,1115.9590357594468,3260.2437488045225,1351.0524693503714,884.9192511804513,5878.932359451362
79,50,9,1122.4587746372608,3273.7229404774575,1450.6264445880784,842.6463449265748,6117.969577710454
80,50,9,1130.0082088388185,3645.519259373734,1341.6305877120876,884.9192511804513,5945.262724326462
81,50,9,1137.2811180886702,3269.8791133309055,1279.9834811040434,963.2790933431826,5824.022062605238
82,50,9,1145.3481519397835,3720.2888932271517,1183.176594778543,884.9192511804513,6021.059422561715
83,50,9,1146.7150278443742,3274.244046814332,1629.1386623441692,850.0260352804282,5971.229496397505
84,50,9,1144.1859399683485,3488.393175467986,1341.5068177842716,884.9192511804513,6168.347313949276
85,50,9,1137.971190261796,3546.5889520524156,1380.4736788152964,1015.1342793664851,5799.094560295538
86,50,9,1133.7748860422876,3335.2006348061377,1179.9300230650626,1000.0,5792.802942651046
87,50,9,1136.9382718879206,3432.7690548618457,1426.9947206085903,884.9192511804513,6021.42654160676
88,50,9,1141.247155145174,3475.322200501458,1245.4179445521108,884.9192511804513,6150.138598599815
89,50,9,1142.234810528231,3854.35476879658,1416.5947685736503,1143.120800188716,6197.429316383528
90,50,9,1141.2365483776166,3757.7024844035664,1276.1031727848547,963.2790933431826,6135.545723496497
91,50,9,1140.288713805627,3445.364650296055,1141.0318227857995,1126.9005504955692,6087.849743299859
92,50,9,1142.1207775858745,3651.053848058518,1241.3456090336435,963.2790933431826,5971.229496397505
93,50,9,1142.8139208769435,3068.7101090652664,1240.870133114425,1000.0,5482.443864395746
94,50,9,1143.8460303816405,3412.701418091514,1298.4505609875055,963.2790933431826,5971.229496397505
95,50,9,1147.4544415305177,3672.590197385536,1476.149412433667,884.9192511804513,6100.926797438106
96,50,9,1149.524248835753,3142.870804452767,1288.995469325913,963.2790933431826,5971.229496397505
97,50,9,1152.499116795913,3521.3120834318106,1395.9609424711136,1358.6078135923117,6456.819962167645
98,50,9,1156.3594334605014,3821.540297722224,1340.0729848368849,1604.0902658751643,6292.527561806856
99,50,9,1159.7772118796931,3364.3779897451277,1351.480597833842,1025.2772723592548,6078.709938029626
100,50,9,1163.671582849571,3847.180852409398,1593.8166255479096,963.2790933431826,6305.220797920071
101,50,9,1168.1465738311997,3583.186093211657,1385.0903501153568,963.2790933431826,6308.997763690363
102,50,9,1170.5629234562005,3263.8667918110214,1379.5985281712176,1000.0,5982.612324086852
103,50,9,1169.8469391387239,3823.199396019754,1545.2707770318432,884.9192511804513,6315.874727614058
104,50,9,1168.2239220299596,3729.319040200078,1548.2118968028617,1025.2772723592548,6330.896499958662
105,50,9,1164.3067848394837,3624.8122775973925,1474.1480222445696,884.9192511804513,6141.600690668497
106,50,9,1163.0547423460553,3283.4412219817154,1540.0766355862318,884.9192511804513,6261.548347906178
107,50,9,1164.4812153599516,3420.3235309310076,1499.3804321141274,963.2790933431826,6305.220797920071
108,50,9,1170.2204764525259,3741.3245976181433,1753.64991069909,884.9192511804513,6254.730536604958
109,50,9,1181.5350542780013,3646.934983484264,1565.1371300113485,1000.0,6261.548347906178
110,50,9,1192.7253058446613,3507.357277170925,1556.147210750855,1025.2772723592548,6248.943030160526
111,50,9,1201.0387768172347,3584.795345419885,1560.9698735618813,884.9192511804513,6209.93072107904
112,50,9,1208.6307745154418,3915.6270652774238,1423.0288133495021,1025.2772723592548,6038.005221418406
113,50,9,1217.771369178748,3652.139889500598,1627.9516853513028,1000.0,6227.327773083742
114,50,9,1230.6398894254526,4350.043656435385,1642.327440536039,884.9192511804513,6248.943030160526
115,50,9,1239.1752827246567,3835.5479648730375,1403.9777420968715,1025.2772723592548,6248.943030160526
116,50,9,1249.7123624041587,3894.5398695652593,1655.581779838648,963.2790933431826,6207.558242315604
117,50,9,1257.401643764004,3760.2183744508466,1506.8492355349351,884.9192511804513,6237.256930527719
118,50,9,1258.9193087189285,4160.291826166918,1640.5476085392543,845.5812887001916,6254.730536604958
119,50,9,1261.3709561612857,3707.7722137249325,1453.8048165362472,1025.2772723592548,6214.7913458417015
120,50,9,1267.7036094131051,4456.264598133738,1433.5288873833765,1025.2772723592548,6292.527561806856
121,50,9,1274.627661610582,3986.1899958845092,1369.1674507727325,1310.8610240605726,6254.730536604958
122,50,9,1281.86854544876,4182.343829656102,1507.7868609262673,1263.835789386671,6254.730536604958
123,50,9,1289.2937190869302,3766.6592976550764,1562.3411021882825,1000.0,6135.545723496497
124,50,9,1297.8175225195864,3660.1025151792896,1544.1834784671546,884.9192511804513,6305.220797920071
