gen,nevals,restart,avg,std,min,max
0,300,9,1075.3151294928268,194.55651762304913,638.5281755709872,1787.8800895363618
1,182,9,1351.189139216454,248.70800538823147,761.3324279110013,1963.0341510850556
2,189,9,1570.7921059020657,275.2267550795905,898.2543473407017,2166.312944178618
3,171,9,1698.0663726565726,346.8638061057071,879.1300845628926,2307.6953074948588
4,172,9,1885.3352091874303,363.74954392519754,734.2335203271509,2421.2271891783366
5,207,9,1932.6829368020337,381.91341379256744,979.5354805672592,2651.91566503091
6,182,9,2242.0433609064776,261.771196543953,1173.2027481683206,2651.91566503091
7,183,9,2224.0529694840607,428.0119222053489,893.4423506077287,2851.695976480567
8,170,9,2546.3816445790944,271.70511984163994,1515.8837426454563,2864.4307074820304
9,187,9,2618.203407059319,329.85691004662414,1515.2577198643633,2927.0227854568147
10,179,9,2690.726629284963,325.6123933590874,1570.703594990504,2976.2644403427666
11,191,9,2700.9391252055834,332.09664944282554,1584.5578351208765,2976.2644403427666
12,172,9,2799.5445486580884,323.55356258177886,1538.885458863977,2976.2644403427666
13,156,9,2862.180997534229,313.1543040664534,1683.8242628243488,2976.2644403427666
14,177,9,2806.9688406565397,361.1618577571671,1440.9415342846205,2976.2644403427666
15,166,9,2833.5643287867624,325.2111963310097,1567.7238308776264,2976.2644403427666
16,190,9,2824.54946312793,349.375091651998,1605.4276599828675,2976.2644403427666
17,199,9,2802.878368009455,361.27358182548227,1450.8717656479482,2976.2644403427666
18,191,9,2806.6127104081456,363.3237915435073,1416.0571694815244,2976.2644403427666
19,177,9,2826.5985282813663,332.80229761652555,1621.030769398664,2976.2644403427666
20,189,9,2822.0943756795386,349.83165078832127,1352.0869426609836,2976.2644403427666
21,191,9,2808.94547062656,357.3193912900501,1489.945093254714,2976.963262919501
22,191,9,2795.225359397923,376.03564367723834,1618.0953458306462,2976.963262919501
23,192,9,2765.0459132034553,371.056488868806,1438.9996958691768,2976.963262919501
24,157,9,2824.264923229934,348.34366549573946,1596.4764947372457,2976.963262919501
25,191,9,2793.8175219272816,363.2354832868893,1564.2309089969267,2976.963262919501
26,163,9,2872.7597603178056,291.4748016011866,1484.7336661178617,2976.963262919501
27,189,9,2843.903102186892,322.64167146365327,1573.7431899939425,3008.0494813209643
28,205,9,2770.9283695216236,384.58182495258575,1454.0200792182259,3008.0494813209643
29,185,9,2841.472954342806,322.17819708220486,1542.2263428417114,3008.0494813209643
30,182,9,2769.125035777787,361.7079403485476,1472.864222868757,3014.611885303015
31,168,9,2859.2160363817093,324.28195005202946,1638.2184208590088,3103.7635333375715
32,195,9,2844.651264227066,372.92210598434826,1383.6849490180452,3151.0821845208175
33,184,9,2882.6410109396734,390.4963637934718,1444.3601996347236,3151.0821845208175
34,194,9,2948.0017052639073,420.1986045051882,1466.0470807195425,3151.0821845208175
35,182,9,3012.6522027571227,354.1918573784978,1512.1917817296085,3196.157558386477
36,160,9,2942.5455331283565,432.08693886968035,1463.936692904109,3196.157558386477
37,167,9,2968.5760618729014,414.26534329107096,1465.0974023401702,3206.7049417379567
38,180,9,2985.795473981573,449.93766937813655,1387.8260754407518,3206.7049417379567
39,195,9,2992.795903835583,391.46231162596115,1508.2826249214008,3206.7049417379567
40,196,9,2963.155069955814,475.29942841270577,1384.3705952003854,3206.7049417379567
41,155,9,3080.1386099780048,338.02263861243165,1657.5125364542673,3206.7049417379567
42,209,9,2979.572241864279,449.47511157602156,1481.942518748503,3206.7049417379567
43,185,9,2980.1470030079126,471.4321042271104,1313.0352849695196,3229.2538857052377
44,171,9,3014.2356626245373,403.7266843209379,1488.340434782935,3248.5060062073776
45,188,9,2946.969916438939,462.98265017292897,1554.5103036650319,3248.5060062073776
46,176,9,3020.5384242067685,428.1179070167445,1516.7434285172478,3267.2617972266034
47,179,9,3059.255278054876,408.4991237721244,1358.1504943380278,3267.2617972266034
48,179,9,3062.4422392175225,419.5900085311248,1397.3302925246758,3267.2617972266034
49,181,9,3075.038785059261,439.0444011270514,1344.1931291606506,3267.2617972266034
50,184,9,3074.4013587681466,434.40859954920364,1424.2764379275652,3267.2617972266034
51,174,9,3051.38186958735,457.20266217377076,1511.9310935023348,3267.2617972266034
52,170,9,3084.1790013259347,425.3150232359741,1633.8052815567873,3267.2617972266034
53,177,9,3047.49662055499,461.40963829943524,1277.8721690976479,3267.2617972266034
54,178,9,3076.064886869277,420.60717922529426,1541.6516269706117,3267.2617972266034
55,177,9,3045.9852471179165,471.6313133923498,1455.5100229850436,3267.2617972266034
56,183,9,3017.5092518532656,471.05852350214894,1565.6714497243738,3267.2617972266034
57,193,9,3104.5821366093364,412.1399965905495,1487.3550276268934,3267.2617972266034
58,176,9,3073.0192683554737,425.0286366333308,1546.5517073375604,3281.003968861643
59,194,9,2995.3497044771134,509.1346540711312,1345.41656794908,3281.003968861643
60,164,9,3088.705445978284,410.7945404430893,1260.090385531736,3281.003968861643
61,155,9,3051.139010650742,460.57618720674185,1349.3881196399848,3281.003968861643
62,185,9,3071.1893362115593,450.5031963435999,1374.6146264569331,3281.003968861643
63,186,9,3034.570326325276,498.19947382814075,1439.7253621563568,3281.003968861643
64,175,9,3054.962120742555,490.67705684551566,1281.7614776348644,3281.003968861643
65,202,9,3011.9659301998263,494.5698311962276,1532.8851686776202,3355.479529915568
66,185,9,3028.919889445602,496.8628992442597,1488.0846424796825,3355.479529915568
67,191,9,3081.7965699930037,459.1147401140673,1522.372631631023,3355.479529915568
68,175,9,3114.4502100797836,504.0594708985139,1484.9536700270482,3355.479529915568
69,187,9,3143.5304739549265,466.3989097942803,1544.9491508763913,3355.479529915568
70,166,9,3162.65007188308,443.6477898023665,1420.0096733430867,3355.479529915568
71,183,9,3125.4694519987556,478.47448193634773,1558.6474711937963,3355.479529915568
72,178,9,3157.131376793166,472.62243129902885,1515.05726265109,3355.479529915568
73,169,9,3152.425407442786,466.9690800440828,1498.7500681406555,3355.479529915568
74,194,9,3114.0941370395826,497.2603744970885,1470.8590130756063,3355.479529915568
75,181,9,3115.4322081630753,483.38305272357854,1537.8620876052403,3361.1585765641507
76,172,9,3135.4414090933,451.68455022268523,1431.1975803711762,3361.1585765641507
77,189,9,3093.828861808538,495.71655937535587,1443.591020708638,3361.1585765641507
78,176,9,3154.805570865348,461.78582456636786,1507.798444316619,3361.1585765641507
79,175,9,3095.7404172480883,524.7259485226116,1419.0749222253423,3370.696679989679
80,187,9,3152.935206126569,459.8627272208794,1579.936465250266,3370.696679989679
81,165,9,3154.642631535589,456.155705170165,1578.4503725167021,3389.6543369579126
82,170,9,3168.956062622232,460.3504879765507,1232.2663159380265,3389.6543369579126
83,191,9,3143.0617106340706,488.91433892876887,1372.8627952980944,3389.6543369579126
84,185,9,3137.6300687018443,507.53817207681647,1315.541465212161,3389.6543369579126
85,146,9,3157.9861279963493,503.38094276985834,1489.4901752521391,3389.6543369579126
86,175,9,3184.6124952894397,463.43654068430374,1427.1862047620589,3389.6543369579126
87,184,9,3200.2327592969073,446.65248108476754,1509.7850172124515,3389.6543369579126
88,162,9,3220.8566987380386,416.486938165114,1495.7884951246192,3389.6543369579126
89,173,9,3133.613451080985,497.91580561800845,1700.6644906910167,3389.6543369579126
90,180,9,3190.676319036558,463.7735127233985,1492.730774763936,3389.6543369579126
91,177,9,3156.099674583806,509.2588250692276,1562.4152370006877,3389.6543369579126
92,184,9,3184.473813795176,464.551426876419,1481.4938815599935,3389.6543369579126
93,172,9,3200.1096415535303,441.06841889447475,1790.434438090056,3389.6543369579126
94,189,9,3133.7796964319205,510.81593157204776,1605.3795443910642,3389.6543369579126
95,189,9,3204.074238226881,415.8960819105789,1688.3708869197576,3389.6543369579126
96,177,9,3139.858984850671,509.65622727406617,1446.6816769168204,3389.6543369579126
97,166,9,3171.8346200149585,474.58802869865497,1627.8282690633116,3389.6543369579126
98,171,9,3194.605775777417,456.6903847313736,1419.6243956692485,3389.6543369579126
99,179,9,3144.448228868046,500.39008143093645,1593.8393535587854,3389.6543369579126
100,165,9,3176.5407667272943,487.3957030040229,1317.7968541616235,3389.6543369579126
101,168,9,3161.127545474991,508.66892237298623,1348.748398590146,3389.6543369579126
102,176,9,3186.1087473515736,462.07421162945604,1523.7614973504876,3389.6543369579126
103,191,9,3153.1439403056866,477.79948758585783,1694.0994012344281,3389.6543369579126
104,157,9,3185.323164739234,463.09556837734635,1708.4380380159114,3389.6543369579126
105,185,9,3164.3650422450933,474.4215250075447,1578.338848979849,3389.6543369579126
106,179,9,3174.9862378243793,484.6064343622608,1545.394242080217,3389.6543369579126
107,181,9,3190.6201123845917,461.3899026472966,1513.1724262401394,3389.6543369579126
108,179,9,3133.035908729807,503.67452832359146,1640.0275531377563,3389.6543369579126
109,170,9,3168.7365507695563,478.7659327289001,1373.1730251845108,3394.7146738159217
110,176,9,3157.4066082386717,483.4133592962559,1570.7560648398128,3394.7146738159217
111,170,9,3091.9047639793966,487.8030110453038,1503.5753904466815,3394.7146738159217
112,188,9,3164.6386716392403,485.87104666954565,1398.1721422558667,3394.7146738159217
113,192,9,3171.3830661996076,472.1816128113221,1451.8762236361977,3394.7146738159217
114,200,9,3159.9354729862534,483.7687845282894,1619.2496918532672,3394.7146738159217
115,191,9,3151.497901821818,492.7165932892073,1562.9899999221527,3394.7146738159217
